,t,no,desc,decision,age,vmt,ypd,value
245,2021,30065.0,2008 FORD E250',2008,12.0,153287.0,-13,{2021: 0.4438032409304883}
246,2021,30066.0,2007 CHEVROLET VAN CARGO',2008,12.0,91942.0,-13,{2021: 0.3953291158696423}
247,2021,30067.0,2007 CHEVROLET VAN CARGO',2008,12.0,110791.0,-13,{2021: 0.4202783169952198}
248,2021,30071.0,2008 HONDA CIVIC',2008,12.0,103645.0,-13,{2021: 0.38186517959986876}
249,2021,30072.0,2008 HONDA CIVIC',2008,12.0,78959.0,-13,{2021: 0.3611821693949322}
250,2021,30073.0,2008 HONDA CIVIC',2008,12.0,88798.0,-13,{2021: 0.36942571380902806}
251,2021,30074.0,2008 HONDA CIVIC',2008,12.0,113467.0,-13,{2021: 0.390094480670633}
252,2021,30075.0,2008 HONDA CIVIC',2008,12.0,123497.0,-13,{2021: 0.39849805323627807}
253,2021,30076.0,2008 HONDA CIVIC',2008,12.0,95451.0,-13,{2021: 0.3749998881140367}
254,2021,30077.0,2008 HONDA CIVIC',2008,12.0,113086.0,-13,{2021: 0.3897752622112601}
255,2021,30078.0,2008 HONDA CIVIC',2008,12.0,117406.0,-13,{2021: 0.3933947471049377}
256,2021,30079.0,2008 HONDA CIVIC',2008,12.0,121180.0,-13,{2021: 0.3965567693245533}
257,2021,30080.0,2008 HONDA CIVIC',2008,12.0,105599.0,-13,{2021: 0.38350232623927755}
258,2021,30081.0,2008 CHEVROLET VAN CARGO',2008,12.0,178171.0,-13,{2021: 0.4897910632629924}
259,2021,30083.0,2008 CHEVROLET VAN CARGO',2008,12.0,206019.0,-13,{2021: 0.5097613386182038}
260,2021,30084.0,2008 CHEVROLET VAN CARGO',2008,12.0,137050.0,-13,{2021: 0.46588973207327533}
261,2021,30085.0,2008 CHEVROLET VAN CARGO',2008,12.0,153885.0,-13,{2021: 0.4673694935935655}
262,2021,30087.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,143491.0,-13,{2021: 0.4578538183546817}
263,2021,30088.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,123095.0,-13,{2021: 0.4220801547825412}
264,2021,30089.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,103662.0,-13,{2021: 0.40845875426906253}
265,2021,30090.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,173290.0,-13,{2021: 0.466404990748837}
266,2021,30091.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,93668.0,-13,{2021: 0.4001877871905604}
267,2021,30092.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,146312.0,-13,{2021: 0.446996005249757}
268,2021,30093.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,106371.0,-13,{2021: 0.41010760556944925}
269,2021,30094.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,121285.0,-13,{2021: 0.4241771056264259}
270,2021,30095.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,104547.0,-13,{2021: 0.40313126760325846}
271,2021,30096.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,165086.0,-13,{2021: 0.46087239430540217}
272,2021,30098.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,119671.0,-13,{2021: 0.42647863021834664}
273,2021,30099.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,99642.0,-13,{2021: 0.4069904765891738}
274,2021,30100.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,113958.0,-13,{2021: 0.4301265119879159}
275,2021,30101.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,110079.0,-13,{2021: 0.42308922533182364}
276,2021,30102.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,123487.0,-13,{2021: 0.4237838107068875}
277,2021,30103.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,179871.0,-13,{2021: 0.4684885481875288}
278,2021,30104.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,91572.0,-13,{2021: 0.39629588305233177}
279,2021,30105.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,92475.0,-13,{2021: 0.40209389883208274}
280,2021,30107.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,127328.0,-13,{2021: 0.4162112938837265}
281,2021,30108.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,102356.0,-13,{2021: 0.41900889754465714}
282,2021,30109.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,140499.0,-13,{2021: 0.4388567530674251}
283,2021,30110.0,2008 GMC VAN-CW UTIL BOD',2008,12.0,127031.0,-13,{2021: 0.4217054773004215}
284,2021,30115.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,208768.0,-13,{2021: 0.48712432950189666}
285,2021,30117.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,161646.0,-13,{2021: 0.46931811932970063}
286,2021,30118.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,146067.0,-13,{2021: 0.4358424682221567}
287,2021,30121.0,2008 CHEVROLET UPLANDER',2008,12.0,101554.0,-13,{2021: 0.3920461554834243}
288,2021,30122.0,2008 CHEVROLET UPLANDER',2008,12.0,120487.0,-13,{2021: 0.4068331529701805}
289,2021,30126.0,2008 CHEVROLET VAN CARGO',2008,12.0,163362.0,-13,{2021: 0.4357201318985382}
290,2021,30128.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,56269.0,-13,{2021: 0.35349228099176505}
291,2021,30129.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,49317.0,-13,{2021: 0.3519433587775208}
292,2021,30130.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,43058.0,-13,{2021: 0.34365339271614037}
293,2021,30131.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,36410.0,-13,{2021: 0.33812449443979703}
294,2021,30132.0,2008 GMC VAN CARGO',2008,12.0,142155.0,-13,{2021: 0.44204473759657015}
295,2021,30133.0,2008 GMC VAN CARGO',2008,12.0,78329.0,-13,{2021: 0.380581065500438}
296,2021,30134.0,2008 GMC VAN CARGO',2008,12.0,113612.0,-13,{2021: 0.4080721130454277}
297,2021,30135.0,2008 GMC VAN CARGO',2008,12.0,153067.0,-13,{2021: 0.4606555154412849}
298,2021,30136.0,2008 GMC VAN CARGO',2008,12.0,52879.0,-13,{2021: 0.37913811529042857}
299,2021,30137.0,2008 GMC VAN CARGO',2008,12.0,83541.0,-13,{2021: 0.3822626557011015}
300,2021,30138.0,2008 GMC VAN CARGO',2008,12.0,137695.0,-13,{2021: 0.43325099000182055}
301,2021,30139.0,2008 GMC VAN CARGO',2008,12.0,105960.0,-13,{2021: 0.4197530074870118}
302,2021,30142.0,"2008 CHEVROLET VAN,PRISONER TP'",2008,12.0,86729.0,-13,{2021: 0.4056334190029945}
303,2021,30144.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,95886.0,-13,{2021: 0.38162050174308354}
304,2021,30146.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,143219.0,-13,{2021: 0.4404383078780975}
305,2021,30150.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,110921.0,-13,{2021: 0.42021995466722134}
306,2021,30151.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,111202.0,-13,{2021: 0.404801314129452}
307,2021,30152.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,153517.0,-13,{2021: 0.46718844490971917}
308,2021,30153.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,124993.0,-13,{2021: 0.4276220202587925}
309,2021,30155.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,156783.0,-13,{2021: 0.4618170453359405}
310,2021,30156.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,150445.0,-13,{2021: 0.44718008592572833}
311,2021,30158.0,2008 CHEVROLET 3/4 TON PU',2008,12.0,106089.0,-13,{2021: 0.39840555712557124}
312,2021,30160.0,2009 CHEVROLET SUBURBAN',2008,12.0,195555.0,-13,{2021: 0.4940512927154634}
313,2021,30163.0,2009 CHEVROLET VAN 12PSG',2009,11.0,111755.0,-12,{2021: 0.40042372891178746}
314,2021,30164.0,2009 CHEVROLET VAN 12PSG',2009,11.0,61372.0,-12,{2021: 0.3422321837231167}
315,2021,30165.0,2009 CHEVROLET VAN 12PSG',2009,11.0,67625.0,-12,{2021: 0.3399942037168996}
316,2021,30166.0,2009 CHEVROLET VAN 12PSG',2009,11.0,70476.0,-12,{2021: 0.3369381112419975}
317,2021,30167.0,2009 CHEVROLET VAN 12PSG',2009,11.0,46270.0,-12,{2021: 0.3243571298779067}
318,2021,30168.0,2008 DODGE Grand Caravan',2009,11.0,150829.0,-12,{2021: 0.45563644924685365}
319,2021,30172.0,2009 FORD ROLLBACK',2008,12.0,211820.0,-13,{2021: 0.5563625821233213}
320,2021,30176.0,2009 FORD FOCUS',2009,11.0,133935.0,-12,{2021: 0.40819661954349307}
321,2021,30177.0,2009 FORD FOCUS',2009,11.0,107842.0,-12,{2021: 0.3893132018735162}
322,2021,30178.0,2009 FORD FOCUS',2009,11.0,105687.0,-12,{2021: 0.37213083390177415}
323,2021,30179.0,2009 FORD FOCUS',2009,11.0,118951.0,-12,{2021: 0.38351476022592346}
324,2021,30180.0,2009 FORD FOCUS',2009,11.0,112751.0,-12,{2021: 0.3729047861165502}
325,2021,30181.0,2009 FORD FOCUS',2009,11.0,136238.0,-12,{2021: 0.41205258706483494}
326,2021,30183.0,2009 FORD FOCUS',2009,11.0,85086.0,-12,{2021: 0.3498914040807993}
327,2021,30184.0,2009 FORD FOCUS',2009,11.0,80748.0,-12,{2021: 0.3428506907234303}
328,2021,30185.0,2009 FORD FOCUS',2009,11.0,81026.0,-12,{2021: 0.3471830604317767}
329,2021,30186.0,2009 FORD FOCUS',2009,11.0,93298.0,-12,{2021: 0.35212734403673823}
330,2021,30187.0,2009 FORD FOCUS',2009,11.0,80666.0,-12,{2021: 0.3452188918933328}
331,2021,30189.0,2009 FORD FOCUS',2009,11.0,91864.0,-12,{2021: 0.3549339198159988}
332,2021,30190.0,2009 FORD FOCUS',2009,11.0,95199.0,-12,{2021: 0.36045132182994394}
333,2021,30191.0,2009 FORD FOCUS',2009,11.0,88038.0,-12,{2021: 0.36578925060691614}
334,2021,30192.0,2009 FORD FOCUS',2009,11.0,67172.0,-12,{2021: 0.33330940762657707}
335,2021,30193.0,2009 FORD FOCUS',2009,11.0,87467.0,-12,{2021: 0.35693085722343265}
336,2021,30194.0,2009 FORD FOCUS',2009,11.0,79558.0,-12,{2021: 0.34332994128201505}
337,2021,30195.0,2009 HONDA CIVIC',2009,11.0,110552.0,-12,{2021: 0.36487783908897276}
338,2021,30196.0,2009 HONDA CIVIC',2009,11.0,84099.0,-12,{2021: 0.342714359021275}
339,2021,30197.0,2009 HONDA CIVIC',2009,11.0,89553.0,-12,{2021: 0.347283958699543}
340,2021,30198.0,2009 HONDA CIVIC',2009,11.0,83360.0,-12,{2021: 0.3420951925082131}
341,2021,30199.0,2009 HONDA CIVIC',2009,11.0,103049.0,-12,{2021: 0.35859149761738407}
342,2021,30200.0,2009 HONDA CIVIC',2009,11.0,93275.0,-12,{2021: 0.3504024130454384}
343,2021,30201.0,2009 HONDA CIVIC',2009,11.0,110248.0,-12,{2021: 0.36462313459645473}
344,2021,30202.0,2009 HONDA CIVIC',2009,11.0,96020.0,-12,{2021: 0.35270229407162945}
345,2021,30203.0,2009 HONDA CIVIC',2009,11.0,128112.0,-12,{2021: 0.37959037490679204}
346,2021,30204.0,2009 HONDA CIVIC',2009,11.0,70529.0,-12,{2021: 0.3313448196677552}
347,2021,30207.0,2009 FORD CROWN VICTORIA',2009,11.0,144411.0,-12,{2021: 0.4356132341632272}
348,2021,30210.0,2009 FORD CROWN VICTORIA',2009,11.0,152248.0,-12,{2021: 0.43358693806399207}
349,2021,30211.0,2009 FORD CROWN VICTORIA',2009,11.0,130548.0,-12,{2021: 0.43446308919705395}
350,2021,30212.0,2009 FORD CROWN VICTORIA',2009,11.0,85089.0,-12,{2021: 0.36831643164185285}
351,2021,30214.0,2009 FORD CROWN VICTORIA',2009,11.0,157172.0,-12,{2021: 0.4259584812834355}
352,2021,30216.0,2009 FORD CROWN VICTORIA',2009,11.0,88456.0,-12,{2021: 0.3814626389099905}
353,2021,30221.0,2009 FORD CROWN VICTORIA',2009,11.0,154700.0,-12,{2021: 0.41544680333419104}
354,2021,30226.0,2009 FORD CROWN VICTORIA',2009,11.0,198004.0,-12,{2021: 0.494142197446115}
355,2021,30228.0,2009 FORD CROWN VICTORIA',2009,11.0,162969.0,-12,{2021: 0.4531176701768085}
356,2021,30230.0,2009 FORD CROWN VICTORIA',2009,11.0,155709.0,-12,{2021: 0.4225221013688845}
357,2021,30232.0,2009 FORD CROWN VICTORIA',2009,11.0,184288.0,-12,{2021: 0.44657712284475554}
358,2021,30233.0,2009 FORD CROWN VICTORIA',2009,11.0,170206.0,-12,{2021: 0.4336831034003939}
359,2021,30241.0,2009 FORD CROWN VICTORIA',2009,11.0,148931.0,-12,{2021: 0.4070694373934355}
360,2021,30242.0,2009 FORD CROWN VICTORIA',2009,11.0,127045.0,-12,{2021: 0.3909356517873609}
361,2021,30244.0,2009 FORD CROWN VICTORIA',2009,11.0,64458.0,-12,{2021: 0.3994291216690776}
362,2021,30248.0,2009 FORD CROWN VICTORIA',2009,11.0,100952.0,-12,{2021: 0.3825850127366004}
363,2021,30257.0,2009 FORD CROWN VICTORIA',2009,11.0,113736.0,-12,{2021: 0.395460056414896}
364,2021,30259.0,2009 FORD CROWN VICTORIA',2009,11.0,56671.0,-12,{2021: 0.331757567745242}
365,2021,30261.0,2009 FORD CROWN VICTORIA',2009,11.0,81135.0,-12,{2021: 0.38483050626946197}
366,2021,30262.0,2009 FORD CROWN VICTORIA',2009,11.0,125472.0,-12,{2021: 0.40225645886785244}
367,2021,30263.0,2009 FORD CROWN VICTORIA',2009,11.0,175175.0,-12,{2021: 0.43004547737015014}
368,2021,30264.0,2009 FORD CROWN VICTORIA',2009,11.0,118838.0,-12,{2021: 0.39104912762397026}
369,2021,30269.0,2009 FORD CROWN VICTORIA',2009,11.0,102858.0,-12,{2021: 0.39023539955617115}
370,2021,30275.0,2009 FORD CROWN VICTORIA',2009,11.0,126730.0,-12,{2021: 0.39023549000622854}
371,2021,30278.0,2009 FORD CROWN VICTORIA',2009,11.0,107570.0,-12,{2021: 0.37542250506971675}
372,2021,30280.0,2009 FORD CROWN VICTORIA',2009,11.0,141157.0,-12,{2021: 0.3988306825791481}
373,2021,30281.0,2009 FORD CROWN VICTORIA',2009,11.0,130736.0,-12,{2021: 0.41367123228223446}
374,2021,30284.0,2009 FORD CROWN VICTORIA',2009,11.0,61787.0,-12,{2021: 0.34159502052687574}
375,2021,30294.0,2009 FORD CROWN VICTORIA',2009,11.0,112170.0,-12,{2021: 0.37236780305749656}
376,2021,30313.0,2009 FORD CROWN VICTORIA',2009,11.0,115940.0,-12,{2021: 0.3804697217246818}
377,2021,30314.0,2009 FORD CROWN VICTORIA',2009,11.0,158655.0,-12,{2021: 0.42084609941134576}
378,2021,30317.0,2009 FORD CROWN VICTORIA',2009,11.0,169947.0,-12,{2021: 0.4320863058794592}
379,2021,30326.0,2009 FORD CROWN VICTORIA',2009,11.0,115731.0,-12,{2021: 0.37687575729814937}
380,2021,30328.0,2009 FORD CROWN VICTORIA',2009,11.0,116886.0,-12,{2021: 0.3919330710307134}
381,2021,30331.0,2009 FORD CROWN VICTORIA',2009,11.0,124217.0,-12,{2021: 0.4100988898054537}
382,2021,30337.0,2008 FORD VAN CARGO',2009,11.0,43511.0,-12,{2021: 0.3417256836581038}
383,2021,30339.0,2009 CHEVROLET SUBURBAN',2009,11.0,188438.0,-12,{2021: 0.45599520089294454}
384,2021,30340.0,2009 CHEVROLET SUBURBAN',2009,11.0,218951.0,-12,{2021: 0.5009255672270346}
385,2021,30341.0,2009 CHEVROLET SUBURBAN',2009,11.0,131196.0,-12,{2021: 0.4450021805260011}
386,2021,30342.0,2009 CHEVROLET SUBURBAN',2009,11.0,146352.0,-12,{2021: 0.420800647127605}
387,2021,30345.0,2009 CHEVROLET SUBURBAN',2009,11.0,219184.0,-12,{2021: 0.5082248654657191}
388,2021,30346.0,2009 CHEVROLET SUBURBAN',2009,11.0,175695.0,-12,{2021: 0.49068455960414237}
389,2021,30347.0,2009 CHEVROLET SUBURBAN',2009,11.0,151785.0,-12,{2021: 0.4259696390183821}
390,2021,30349.0,2009 CHEVROLET SUBURBAN',2009,11.0,162730.0,-12,{2021: 0.42601017820719883}
391,2021,30351.0,2009 CHEVROLET SUBURBAN',2009,11.0,152148.0,-12,{2021: 0.4660781642707061}
392,2021,30354.0,2009 CHEVROLET SUBURBAN',2009,11.0,272857.0,-12,{2021: 0.5770503096219507}
393,2021,30355.0,2010 FORD FUSION',2009,11.0,141473.0,-12,{2021: 0.41001989634442315}
394,2021,30360.0,2010 FORD FUSION',2009,11.0,147272.0,-12,{2021: 0.4104250705942755}
395,2021,30366.0,2010 FORD FUSION',2009,11.0,75108.0,-12,{2021: 0.3473981129655187}
396,2021,30372.0,2010 FORD FUSION',2009,11.0,127437.0,-12,{2021: 0.4050397932953307}
397,2021,30374.0,2010 FORD FUSION',2009,11.0,126846.0,-12,{2021: 0.4009032406359625}
398,2021,30375.0,2010 FORD FUSION',2009,11.0,69956.0,-12,{2021: 0.3420999508092956}
399,2021,30379.0,2010 FORD FUSION',2009,11.0,135399.0,-12,{2021: 0.4130666793329642}
400,2021,30381.0,2009 FORD MINI BUS',2009,11.0,196099.0,-12,{2021: 0.542216718680564}
401,2021,30382.0,2009 FORD MINI BUS',2009,11.0,196263.0,-12,{2021: 0.5093084602578108}
402,2021,30384.0,2008 CHEVROLET VAN CARGO',2009,11.0,108316.0,-12,{2021: 0.39469659448603645}
403,2021,30385.0,2008 CHEVROLET SILVERADO',2009,11.0,93663.0,-12,{2021: 0.3798388708833801}
404,2021,30386.0,2009 CHEVROLET IMPALA',2009,11.0,104282.0,-12,{2021: 0.3722459052372924}
405,2021,30388.0,2009 CHEVROLET IMPALA',2009,11.0,152843.0,-12,{2021: 0.41732285351568565}
406,2021,30389.0,2009 CHEVROLET IMPALA',2009,11.0,123196.0,-12,{2021: 0.4062732079468191}
407,2021,30390.0,2009 CHEVROLET IMPALA',2009,11.0,137471.0,-12,{2021: 0.41638856413885783}
408,2021,30393.0,2009 CHEVROLET IMPALA',2009,11.0,153428.0,-12,{2021: 0.43560084172096525}
409,2021,30394.0,2009 CHEVROLET IMPALA',2009,11.0,99443.0,-12,{2021: 0.3610094746211206}
410,2021,30397.0,2009 CHEVROLET IMPALA',2009,11.0,124647.0,-12,{2021: 0.39563700492526926}
411,2021,30404.0,2009 CHEVROLET IMPALA',2009,11.0,135997.0,-12,{2021: 0.4058583112794719}
412,2021,30407.0,2009 CHEVROLET IMPALA',2009,11.0,73825.0,-12,{2021: 0.3570717924489801}
413,2021,30408.0,2009 CHEVROLET IMPALA',2009,11.0,141612.0,-12,{2021: 0.4379696626078569}
414,2021,30410.0,2009 CHEVROLET IMPALA',2009,11.0,94678.0,-12,{2021: 0.3867810866329989}
415,2021,30411.0,2009 CHEVROLET IMPALA',2009,11.0,114751.0,-12,{2021: 0.3975323627533452}
416,2021,30414.0,2009 DODGE NITRO',2009,11.0,138935.0,-12,{2021: 0.4288823445741946}
417,2021,30415.0,2009 DODGE NITRO',2009,11.0,123636.0,-12,{2021: 0.4034121750483421}
418,2021,30416.0,2009 DODGE NITRO',2009,11.0,149252.0,-12,{2021: 0.41592019445020323}
419,2021,30417.0,2009 DODGE NITRO',2009,11.0,146998.0,-12,{2021: 0.42958168273235103}
420,2021,30418.0,2009 DODGE NITRO',2009,11.0,142134.0,-12,{2021: 0.4279414891270005}
421,2021,30419.0,2009 DODGE NITRO',2009,11.0,82688.0,-12,{2021: 0.36462020964562397}
422,2021,30420.0,2009 DODGE NITRO',2009,11.0,85395.0,-12,{2021: 0.35755332936954176}
423,2021,30421.0,2009 DODGE NITRO',2009,11.0,108197.0,-12,{2021: 0.3963521196075527}
424,2021,30422.0,2009 DODGE NITRO',2009,11.0,68301.0,-12,{2021: 0.33607390641907653}
425,2021,30423.0,2009 DODGE NITRO',2009,11.0,65250.0,-12,{2021: 0.34584642734508475}
426,2021,30424.0,2009 DODGE NITRO',2009,11.0,165264.0,-12,{2021: 0.44420369517365815}
427,2021,30425.0,2009 DODGE NITRO',2009,11.0,42939.0,-12,{2021: 0.3174540696982305}
428,2021,30426.0,2009 DODGE NITRO',2009,11.0,128560.0,-12,{2021: 0.41175048514141765}
429,2021,30427.0,2009 DODGE NITRO',2009,11.0,131109.0,-12,{2021: 0.39770890212500765}
430,2021,30428.0,2009 DODGE NITRO',2009,11.0,109159.0,-12,{2021: 0.38870519888615723}
431,2021,30429.0,2009 DODGE NITRO',2009,11.0,103902.0,-12,{2021: 0.3850539126058268}
432,2021,30430.0,2009 DODGE NITRO',2009,11.0,128995.0,-12,{2021: 0.4146048078502843}
433,2021,30432.0,2009 DODGE NITRO',2009,11.0,103559.0,-12,{2021: 0.3702875403505113}
434,2021,30433.0,2009 DODGE NITRO',2009,11.0,130719.0,-12,{2021: 0.40581041737130213}
435,2021,30440.0,2009 CHEVROLET SILVERADO',2009,11.0,137611.0,-12,{2021: 0.41419823135718326}
436,2021,30441.0,2009 CHEVROLET SILVERADO',2009,11.0,93156.0,-12,{2021: 0.36033282170867414}
437,2021,30443.0,2010 FORD F450',2009,11.0,74000.0,-12,{2021: 0.3693211154304262}
438,2021,30444.0,2010 FORD F450',2009,11.0,98023.0,-12,{2021: 0.39820752140940135}
439,2021,30445.0,2010 FORD F450',2009,11.0,123856.0,-12,{2021: 0.4149389254471088}
440,2021,30446.0,2010 FORD F450',2009,11.0,97472.0,-12,{2021: 0.41303783238884473}
441,2021,30447.0,2009 CHEVROLET SILVERADO',2009,11.0,48065.0,-12,{2021: 0.3179343571906126}
442,2021,30448.0,2009 CHEVROLET SILVERADO',2009,11.0,49803.0,-12,{2021: 0.32576761337138666}
443,2021,30449.0,2009 CHEVROLET SILVERADO',2009,11.0,49621.0,-12,{2021: 0.32794337838220466}
444,2021,30450.0,2009 CHEVROLET SILVERADO',2009,11.0,53470.0,-12,{2021: 0.33194820349178533}
445,2021,30451.0,2009 CHEVROLET SILVERADO',2009,11.0,49137.0,-12,{2021: 0.3279220236929751}
446,2021,30452.0,2009 CHEVROLET SILVERADO',2009,11.0,49542.0,-12,{2021: 0.32596569336888237}
447,2021,30453.0,2009 CHEVROLET SUBURBAN',2009,11.0,85353.0,-12,{2021: 0.3572892521621536}
448,2021,30454.0,2009 CHEVROLET SUBURBAN',2009,11.0,153620.0,-12,{2021: 0.453897825122256}
449,2021,30455.0,2009 CHEVROLET SUBURBAN',2009,11.0,114307.0,-12,{2021: 0.3879625152141981}
450,2021,30457.0,2009 CHEVROLET SUBURBAN',2009,11.0,248118.0,-12,{2021: 0.5404674937057772}
451,2021,30458.0,2009 CHEVROLET SUBURBAN',2009,11.0,82691.0,-12,{2021: 0.36118221642121556}
452,2021,30459.0,2009 CHEVROLET SILVERADO',2009,11.0,157742.0,-12,{2021: 0.442841164886162}
453,2021,30460.0,2009 CHEVROLET SILVERADO',2009,11.0,70711.0,-12,{2021: 0.3471082406998392}
454,2021,30462.0,2009 CHEVROLET SILVERADO',2009,11.0,131615.0,-12,{2021: 0.41574950563415514}
455,2021,30463.0,2009 CHEVROLET SILVERADO',2009,11.0,106441.0,-12,{2021: 0.3782434470809165}
456,2021,30464.0,2009 CHEVROLET SILVERADO',2009,11.0,128449.0,-12,{2021: 0.4054788499943356}
457,2021,30465.0,2009 CHEVROLET SILVERADO',2009,11.0,122092.0,-12,{2021: 0.4068813273559856}
458,2021,30466.0,2009 CHEVROLET SILVERADO',2009,11.0,134626.0,-12,{2021: 0.41014897987862137}
459,2021,30471.0,2009 CHEVROLET SILVERADO',2009,11.0,152842.0,-12,{2021: 0.4305798618831172}
460,2021,30474.0,2009 CHEVROLET VAN CARGO',2010,10.0,120619.0,-11,{2021: 0.39709537528518124}
461,2021,30475.0,2010 FORD CROWN VICTORIA',2010,10.0,182554.0,-11,{2021: 0.43325354910147706}
462,2021,30480.0,2010 FORD CROWN VICTORIA',2010,10.0,169308.0,-11,{2021: 0.4309244055268828}
463,2021,30482.0,2010 FORD CROWN VICTORIA',2010,10.0,142912.0,-11,{2021: 0.42220716338715436}
464,2021,30483.0,2010 FORD CROWN VICTORIA',2010,10.0,140333.0,-11,{2021: 0.37457191556169206}
465,2021,30486.0,2010 FORD CROWN VICTORIA',2010,10.0,139610.0,-11,{2021: 0.3827939079724014}
466,2021,30492.0,2010 FORD CROWN VICTORIA',2010,10.0,157851.0,-11,{2021: 0.3968001526426155}
467,2021,30499.0,2010 FORD CROWN VICTORIA',2010,10.0,72395.0,-11,{2021: 0.3318822387223075}
468,2021,30503.0,2010 FORD CROWN VICTORIA',2010,10.0,145253.0,-11,{2021: 0.3821864855438607}
469,2021,30507.0,2010 FORD CROWN VICTORIA',2010,10.0,154221.0,-11,{2021: 0.40446874173611364}
470,2021,30508.0,2010 FORD CROWN VICTORIA',2010,10.0,42749.0,-11,{2021: 0.31641535292706485}
471,2021,30510.0,2010 FORD CROWN VICTORIA',2010,10.0,136690.0,-11,{2021: 0.3716127809728559}
472,2021,30511.0,2010 FORD CROWN VICTORIA',2010,10.0,139166.0,-11,{2021: 0.3819243945462508}
473,2021,30513.0,2010 FORD CROWN VICTORIA',2010,10.0,126531.0,-11,{2021: 0.384079907607961}
474,2021,30516.0,2010 FORD CROWN VICTORIA',2010,10.0,104136.0,-11,{2021: 0.3644733248687517}
475,2021,30521.0,2010 FORD CROWN VICTORIA',2010,10.0,90531.0,-11,{2021: 0.3500820437358413}
476,2021,30524.0,2010 FORD CROWN VICTORIA',2010,10.0,173618.0,-11,{2021: 0.39786921021236427}
477,2021,30525.0,2010 FORD CROWN VICTORIA',2010,10.0,190150.0,-11,{2021: 0.42731973489170333}
478,2021,30529.0,2010 FORD CROWN VICTORIA',2010,10.0,88744.0,-11,{2021: 0.34667074830776906}
479,2021,30531.0,2010 FORD CROWN VICTORIA',2010,10.0,88169.0,-11,{2021: 0.3445812684970833}
480,2021,30546.0,2010 FORD CROWN VICTORIA',2010,10.0,170358.0,-11,{2021: 0.40871522833219426}
481,2021,30553.0,2010 FORD CROWN VICTORIA',2010,10.0,144749.0,-11,{2021: 0.38292588779850656}
482,2021,30560.0,2010 FORD CROWN VICTORIA',2010,10.0,157339.0,-11,{2021: 0.3897809964893143}
483,2021,30568.0,2010 FORD CROWN VICTORIA',2010,10.0,137404.0,-11,{2021: 0.3838988292883533}
484,2021,30574.0,2010 FORD CROWN VICTORIA',2010,10.0,67359.0,-11,{2021: 0.3319860551227586}
485,2021,30577.0,2010 FORD CROWN VICTORIA',2010,10.0,169667.0,-11,{2021: 0.4009137937701956}
486,2021,30579.0,2010 FORD CROWN VICTORIA',2010,10.0,180702.0,-11,{2021: 0.4503425878258336}
487,2021,30580.0,2010 FORD CROWN VICTORIA',2010,10.0,174951.0,-11,{2021: 0.4348583010036664}
488,2021,30583.0,2010 FORD CROWN VICTORIA',2010,10.0,70787.0,-11,{2021: 0.3257927031479854}
489,2021,30584.0,2010 FORD CROWN VICTORIA',2010,10.0,150658.0,-11,{2021: 0.41126216533167737}
490,2021,30585.0,2010 FORD CROWN VICTORIA',2010,10.0,135279.0,-11,{2021: 0.38953695929387633}
491,2021,30587.0,2010 FORD CROWN VICTORIA',2010,10.0,125696.0,-11,{2021: 0.37224881002603516}
492,2021,30589.0,2010 FORD CROWN VICTORIA',2010,10.0,242420.0,-11,{2021: 0.5086330038665425}
493,2021,30591.0,2010 FORD CROWN VICTORIA',2010,10.0,123375.0,-11,{2021: 0.3824650055252798}
