,t,no,desc,decision,age,vmt,ypd,value
494,2021,30599.0,2010 DODGE Grand Caravan',2010,10.0,86062.0,-11,{2021: 0.35498656572227194}
495,2021,30601.0,2010 DODGE Grand Caravan',2010,10.0,113019.0,-11,{2021: 0.3767022878044731}
496,2021,30602.0,2010 DODGE Grand Caravan',2010,10.0,67951.0,-11,{2021: 0.32139467479616096}
497,2021,30606.0,2010 DODGE Grand Caravan',2010,10.0,92577.0,-11,{2021: 0.3376895122230012}
498,2021,30608.0,2010 DODGE Grand Caravan',2010,10.0,100367.0,-11,{2021: 0.35350236640517607}
499,2021,30609.0,2010 DODGE Grand Caravan',2010,10.0,78282.0,-11,{2021: 0.32482780019241614}
500,2021,30612.0,2010 FORD MINI BUS',2010,10.0,183256.0,-11,{2021: 0.47943135148673854}
501,2021,30613.0,2010 FORD MINI BUS',2010,10.0,171073.0,-11,{2021: 0.46989133378339953}
502,2021,30614.0,"2010 CHEVROLET VAN,PRISONER TP'",2010,10.0,121326.0,-11,{2021: 0.3991819913579546}
503,2021,30617.0,"2010 CHEVROLET VAN,PRISONER TP'",2010,10.0,75384.0,-11,{2021: 0.38065901811274133}
504,2021,30618.0,"2010 CHEVROLET VAN,PRISONER TP'",2010,10.0,123688.0,-11,{2021: 0.44656548525670486}
505,2021,30619.0,2010 CHEVROLET MALIBU',2010,10.0,47859.0,-11,{2021: 0.2954549473768522}
506,2021,30621.0,2010 CHEVROLET VAN CARGO',2010,10.0,159153.0,-11,{2021: 0.4374948056016983}
507,2021,30622.0,2009 FORD F150',2010,10.0,95237.0,-11,{2021: 0.36041813405213635}
508,2021,30624.0,2010 FORD E350',2010,10.0,99848.0,-11,{2021: 0.3897769612249699}
509,2021,30625.0,2010 FORD E350',2010,10.0,112680.0,-11,{2021: 0.37737602836462136}
510,2021,30626.0,2010 FORD E350',2010,10.0,78621.0,-11,{2021: 0.33536212045112657}
511,2021,30627.0,2010 FORD E350',2010,10.0,104597.0,-11,{2021: 0.37486909623841985}
512,2021,30628.0,2010 FORD E350',2010,10.0,115390.0,-11,{2021: 0.39195838444444264}
513,2021,30629.0,2010 FORD E350',2010,10.0,43898.0,-11,{2021: 0.308389313913138}
514,2021,30630.0,2010 FORD E350',2010,10.0,101038.0,-11,{2021: 0.37211444787048137}
515,2021,30631.0,2010 FORD E350',2010,10.0,84639.0,-11,{2021: 0.374627714150387}
516,2021,30632.0,2010 FORD E350',2010,10.0,83931.0,-11,{2021: 0.34026182033026586}
517,2021,30633.0,2010 FORD E350',2010,10.0,69864.0,-11,{2021: 0.32736203661629565}
518,2021,30634.0,2010 FORD E350',2010,10.0,85673.0,-11,{2021: 0.33876353203643966}
519,2021,30635.0,2010 FORD E350',2010,10.0,171568.0,-11,{2021: 0.45832332653984376}
520,2021,30636.0,2010 FORD E350',2010,10.0,94278.0,-11,{2021: 0.36237525099036094}
521,2021,30640.0,2010 CHEVROLET VAN 12PSG',2010,10.0,37893.0,-11,{2021: 0.2900939409360051}
522,2021,30641.0,2010 CHEVROLET VAN 12PSG',2010,10.0,92905.0,-11,{2021: 0.3520341478006632}
523,2021,30642.0,2010 CHEVROLET VAN 12PSG',2010,10.0,54911.0,-11,{2021: 0.31803916448433694}
524,2021,30643.0,2010 CHEVROLET VAN 12PSG',2010,10.0,52264.0,-11,{2021: 0.30864039600591586}
525,2021,30644.0,2011 FORD F450',2010,10.0,112132.0,-11,{2021: 0.40783608411728606}
526,2021,30645.0,2011 FORD F450',2010,10.0,110524.0,-11,{2021: 0.40771814876320844}
527,2021,30646.0,2011 FORD F450',2010,10.0,102890.0,-11,{2021: 0.38381824695106476}
528,2021,30647.0,2011 FORD F450',2010,10.0,98559.0,-11,{2021: 0.37011286865847404}
529,2021,30648.0,2011 FORD F450',2010,10.0,89002.0,-11,{2021: 0.3551999990557622}
530,2021,30649.0,2011 FORD F450',2010,10.0,99025.0,-11,{2021: 0.3822051012454882}
531,2021,30650.0,2011 FORD F450',2010,10.0,131839.0,-11,{2021: 0.41208689238600965}
532,2021,30651.0,2011 FORD F450',2010,10.0,140891.0,-11,{2021: 0.4372866127240582}
533,2021,30652.0,2011 FORD F350',2010,10.0,199317.0,-11,{2021: 0.45712413750078373}
534,2021,30653.0,2011 FORD F350',2010,10.0,195345.0,-11,{2021: 0.46098214095200485}
535,2021,30654.0,2011 FORD F350',2010,10.0,111804.0,-11,{2021: 0.39148329043598634}
536,2021,30655.0,2011 FORD F350',2010,10.0,149557.0,-11,{2021: 0.42789384147388443}
537,2021,30656.0,2011 FORD F350',2010,10.0,98805.0,-11,{2021: 0.3427925137440538}
538,2021,30657.0,2011 FORD F350',2010,10.0,93208.0,-11,{2021: 0.34424223878656907}
539,2021,30658.0,2011 FORD F350',2010,10.0,107492.0,-11,{2021: 0.37156156469791074}
540,2021,30661.0,2011 FORD 1.0 TON UT',2010,10.0,98238.0,-11,{2021: 0.35200043821426263}
541,2021,30662.0,2011 FORD 1.0 TON UT',2010,10.0,68525.0,-11,{2021: 0.3271153907705098}
542,2021,30663.0,2011 FORD 1.0 TON UT',2010,10.0,76406.0,-11,{2021: 0.3261503909254807}
543,2021,30664.0,2011 FORD F450',2010,10.0,68412.0,-11,{2021: 0.3321095393073689}
544,2021,30665.0,2011 FORD F450',2010,10.0,85751.0,-11,{2021: 0.36057848804408327}
545,2021,30666.0,2011 FORD F450',2010,10.0,83027.0,-11,{2021: 0.35428229430744757}
546,2021,30667.0,2011 FORD F450',2010,10.0,98743.0,-11,{2021: 0.370332222975873}
547,2021,30668.0,2011 FORD F450',2010,10.0,99168.0,-11,{2021: 0.3723646484087269}
548,2021,30669.0,2011 FORD F450',2010,10.0,98046.0,-11,{2021: 0.3967699452132189}
549,2021,30670.0,2011 FORD F450',2010,10.0,82996.0,-11,{2021: 0.36755529982516694}
550,2021,30671.0,2011 FORD F450',2010,10.0,87419.0,-11,{2021: 0.37368246529415183}
551,2021,30678.0,2010 DODGE Grand Caravan',2010,10.0,33677.0,-11,{2021: 0.28286054548823497}
552,2021,30680.0,2010 DODGE Grand Caravan',2010,10.0,138642.0,-11,{2021: 0.3903866416236443}
553,2021,30684.0,2011 CHEVROLET SILVERADO',2010,10.0,34389.0,-11,{2021: 0.2894250414837136}
554,2021,30685.0,2011 CHEVROLET SILVERADO',2010,10.0,31355.0,-11,{2021: 0.2874547389739003}
555,2021,30686.0,2011 CHEVROLET SILVERADO',2010,10.0,27000.0,-11,{2021: 0.28314625798866305}
556,2021,30687.0,2011 CHEVROLET SILVERADO',2010,10.0,28043.0,-11,{2021: 0.28201524483774315}
557,2021,30688.0,2011 CHEVROLET SILVERADO',2010,10.0,30801.0,-11,{2021: 0.2847528641366513}
558,2021,30689.0,2011 CHEVROLET SILVERADO',2010,10.0,23857.0,-11,{2021: 0.26961669313760256}
559,2021,30690.0,2011 CHEVROLET SILVERADO',2010,10.0,37541.0,-11,{2021: 0.29442780778985955}
560,2021,30691.0,2011 FORD E350',2010,10.0,159275.0,-11,{2021: 0.4563160179728207}
561,2021,30695.0,2011 CHEVROLET SILVERADO',2010,10.0,160877.0,-11,{2021: 0.4300931818963302}
562,2021,30696.0,2011 CHEVROLET SILVERADO',2010,10.0,85641.0,-11,{2021: 0.33873785929403866}
563,2021,30697.0,2010 CHEVROLET SUBURBAN',2010,10.0,141950.0,-11,{2021: 0.4066866014882704}
564,2021,30699.0,2011 CHEVROLET SILVERADO',2010,10.0,58479.0,-11,{2021: 0.3228952581544915}
565,2021,30700.0,2011 CHEVROLET VAN-CW UTIL BOD',2010,10.0,41145.0,-11,{2021: 0.3015063168878346}
566,2021,30702.0,2011 CHEVROLET SILVERADO',2010,10.0,80123.0,-11,{2021: 0.32643399108747695}
567,2021,30703.0,2011 CHEVROLET SILVERADO',2010,10.0,117787.0,-11,{2021: 0.39727591883870783}
568,2021,30704.0,2011 CHEVROLET SILVERADO',2010,10.0,70532.0,-11,{2021: 0.31561208967656706}
569,2021,30705.0,2011 CHEVROLET SILVERADO',2010,10.0,96456.0,-11,{2021: 0.3456700815572755}
570,2021,30706.0,2011 CHEVROLET SILVERADO',2010,10.0,75406.0,-11,{2021: 0.32578800088257104}
571,2021,30707.0,2011 CHEVROLET SILVERADO',2011,9.0,107045.0,-10,{2021: 0.339719957639493}
572,2021,30708.0,2011 CHEVROLET SILVERADO',2011,9.0,87558.0,-10,{2021: 0.3291617894389728}
573,2021,30709.0,2011 CHEVROLET SILVERADO',2011,9.0,92407.0,-10,{2021: 0.32964933249656414}
574,2021,30710.0,2011 CHEVROLET SILVERADO',2011,9.0,65239.0,-10,{2021: 0.28895148854325986}
575,2021,30711.0,2011 CHEVROLET SILVERADO',2011,9.0,61190.0,-10,{2021: 0.3111750114509852}
576,2021,30712.0,2011 CHEVROLET SILVERADO',2011,9.0,122973.0,-10,{2021: 0.37566470409900576}
577,2021,30731.0,2011 FORD CROWN VICTORIA',2011,9.0,100887.0,-10,{2021: 0.3376240062007077}
578,2021,30745.0,2011 FORD CROWN VICTORIA',2011,9.0,178676.0,-10,{2021: 0.38322455463145244}
579,2021,30747.0,2011 FORD CROWN VICTORIA',2011,9.0,121434.0,-10,{2021: 0.34044077718212795}
580,2021,30765.0,2011 FORD CROWN VICTORIA',2011,9.0,145058.0,-10,{2021: 0.3730320341027817}
581,2021,30770.0,2011 FORD CROWN VICTORIA',2011,9.0,146307.0,-10,{2021: 0.35470253795869855}
582,2021,30796.0,2011 FORD CROWN VICTORIA',2011,9.0,115555.0,-10,{2021: 0.33521854806706525}
583,2021,30801.0,2011 FORD CROWN VICTORIA',2011,9.0,148732.0,-10,{2021: 0.36068008439890237}
584,2021,30810.0,2011 FORD CROWN VICTORIA',2011,9.0,94502.0,-10,{2021: 0.3245592802386251}
585,2021,30813.0,2011 FORD CROWN VICTORIA',2011,9.0,122120.0,-10,{2021: 0.36075666896931863}
586,2021,30818.0,2011 FORD CROWN VICTORIA',2011,9.0,160470.0,-10,{2021: 0.4062987106344722}
587,2021,30819.0,2011 FORD CROWN VICTORIA',2011,9.0,106348.0,-10,{2021: 0.33862866658210816}
588,2021,30820.0,2011 FORD CROWN VICTORIA',2011,9.0,113990.0,-10,{2021: 0.33680906057525883}
589,2021,30825.0,2011 FORD CROWN VICTORIA',2011,9.0,162360.0,-10,{2021: 0.3732868528946913}
590,2021,30827.0,2011 FORD CROWN VICTORIA',2011,9.0,207664.0,-10,{2021: 0.457569398773041}
591,2021,30828.0,2011 FORD CROWN VICTORIA',2011,9.0,143151.0,-10,{2021: 0.37999488319525926}
592,2021,30831.0,2011 FORD CROWN VICTORIA',2011,9.0,149265.0,-10,{2021: 0.38102218600330523}
593,2021,30833.0,2011 CHEVROLET SILVERADO',2011,9.0,187047.0,-10,{2021: 0.43548494195207754}
594,2021,30834.0,2011 CHEVROLET SILVERADO',2011,9.0,126047.0,-10,{2021: 0.37136154284358064}
595,2021,30835.0,2011 CHEVROLET SILVERADO',2011,9.0,118987.0,-10,{2021: 0.3559936607128539}
596,2021,30836.0,2011 CHEVROLET SILVERADO',2011,9.0,76089.0,-10,{2021: 0.31208662984841795}
597,2021,30837.0,2011 CHEVROLET SILVERADO',2011,9.0,91025.0,-10,{2021: 0.3460930218884978}
598,2021,30838.0,2011 CHEVROLET SILVERADO',2011,9.0,177307.0,-10,{2021: 0.4162858399432011}
599,2021,30839.0,2011 CHEVROLET SILVERADO',2011,9.0,83724.0,-10,{2021: 0.329307354189559}
600,2021,30840.0,2011 CHEVROLET SILVERADO',2011,9.0,80869.0,-10,{2021: 0.3131734463028298}
601,2021,30841.0,2011 CHEVROLET SILVERADO',2011,9.0,79231.0,-10,{2021: 0.3171560391889726}
602,2021,30842.0,2011 DODGE NITRO',2011,9.0,124563.0,-10,{2021: 0.3684263192217482}
603,2021,30843.0,2011 DODGE NITRO',2011,9.0,142702.0,-10,{2021: 0.3708185774279546}
604,2021,30844.0,2011 DODGE NITRO',2011,9.0,85606.0,-10,{2021: 0.3197163245922104}
605,2021,30845.0,2011 DODGE NITRO',2011,9.0,85973.0,-10,{2021: 0.3157036112505828}
606,2021,30846.0,2011 DODGE NITRO',2011,9.0,169136.0,-10,{2021: 0.4213941023303901}
607,2021,30847.0,2011 DODGE NITRO',2011,9.0,130113.0,-10,{2021: 0.36625974576555365}
608,2021,30848.0,2011 DODGE NITRO',2011,9.0,71229.0,-10,{2021: 0.30233118612776555}
609,2021,30849.0,2011 DODGE NITRO',2011,9.0,147096.0,-10,{2021: 0.3886066863771746}
610,2021,30850.0,2011 DODGE NITRO',2011,9.0,124029.0,-10,{2021: 0.35731810085440846}
611,2021,30851.0,2011 DODGE NITRO',2011,9.0,159718.0,-10,{2021: 0.433725457158696}
612,2021,30852.0,2011 DODGE NITRO',2011,9.0,67557.0,-10,{2021: 0.29914855912889243}
613,2021,30853.0,2011 DODGE NITRO',2011,9.0,105463.0,-10,{2021: 0.33853159707276015}
614,2021,30855.0,2011 DODGE NITRO',2011,9.0,226228.0,-10,{2021: 0.47930702297603406}
615,2021,30856.0,2011 DODGE NITRO',2011,9.0,64507.0,-10,{2021: 0.29055778771856844}
616,2021,30857.0,2011 DODGE NITRO',2011,9.0,113872.0,-10,{2021: 0.3603562548770789}
617,2021,30858.0,2011 CHEVROLET SILVERADO',2011,9.0,75506.0,-10,{2021: 0.3213923494294312}
618,2021,30859.0,2011 CHEVROLET SILVERADO',2011,9.0,105731.0,-10,{2021: 0.3603054101894155}
619,2021,30860.0,2011 CHEVROLET SILVERADO',2011,9.0,155265.0,-10,{2021: 0.39868212894596033}
620,2021,30861.0,2011 CHEVROLET SILVERADO',2011,9.0,83927.0,-10,{2021: 0.31213454177526345}
621,2021,30862.0,2011 CHEVROLET SILVERADO',2011,9.0,137833.0,-10,{2021: 0.3803619808040437}
622,2021,30864.0,2011 CHEVROLET SILVERADO',2011,9.0,101344.0,-10,{2021: 0.335165888028743}
623,2021,30865.0,2011 CHEVROLET SILVERADO',2011,9.0,145918.0,-10,{2021: 0.38703505637915875}
624,2021,30866.0,2011 CHEVROLET SILVERADO',2011,9.0,109871.0,-10,{2021: 0.34872581077592935}
625,2021,30867.0,2011 CHEVROLET SILVERADO',2011,9.0,76661.0,-10,{2021: 0.3004925934162622}
626,2021,30868.0,2011 CHEVROLET SILVERADO',2011,9.0,76052.0,-10,{2021: 0.30679119187770443}
627,2021,30869.0,2011 CHEVROLET SILVERADO',2011,9.0,61322.0,-10,{2021: 0.28648454307000726}
628,2021,30872.0,2011 CHEVROLET SUBURBAN',2011,9.0,140826.0,-10,{2021: 0.37329276817430795}
629,2021,30873.0,2011 CHEVROLET SUBURBAN',2011,9.0,163066.0,-10,{2021: 0.423377224411007}
630,2021,30874.0,2011 CHEVROLET SUBURBAN',2011,9.0,131808.0,-10,{2021: 0.37854248258736856}
631,2021,30875.0,2011 CHEVROLET SUBURBAN',2011,9.0,158938.0,-10,{2021: 0.39532837796471954}
632,2021,30876.0,2011 CHEVROLET SUBURBAN',2011,9.0,165212.0,-10,{2021: 0.4067665200680726}
633,2021,30877.0,2011 CHEVROLET SUBURBAN',2011,9.0,158973.0,-10,{2021: 0.4386709611174035}
634,2021,30878.0,2011 CHEVROLET SUBURBAN',2011,9.0,148027.0,-10,{2021: 0.3919684922896234}
635,2021,30879.0,2011 CHEVROLET SUBURBAN',2011,9.0,98819.0,-10,{2021: 0.36426702567566654}
636,2021,30880.0,2011 CHEVROLET SUBURBAN',2011,9.0,150815.0,-10,{2021: 0.39521241909785315}
637,2021,30883.0,2011 CHEVROLET SUBURBAN',2011,9.0,178334.0,-10,{2021: 0.44349177673923385}
638,2021,30884.0,2011 CHEVROLET SUBURBAN',2011,9.0,298390.0,-10,{2021: 0.6067021762943205}
639,2021,30885.0,2011 CHEVROLET SUBURBAN',2011,9.0,207875.0,-10,{2021: 0.5220794784643769}
640,2021,30886.0,2011 CHEVROLET SUBURBAN',2011,9.0,183315.0,-10,{2021: 0.5449433490824207}
641,2021,30887.0,2011 CHEVROLET SUBURBAN',2011,9.0,251580.0,-10,{2021: 0.5434396233146849}
642,2021,30889.0,2011 CHEVROLET SUBURBAN',2011,9.0,145329.0,-10,{2021: 0.4037822766971554}
643,2021,30890.0,2010 FORD MINI BUS',2011,9.0,156586.0,-10,{2021: 0.414723367262649}
644,2021,30891.0,2010 FORD MINI BUS',2011,9.0,170152.0,-10,{2021: 0.4804930569331307}
645,2021,30892.0,2010 FORD MINI BUS',2011,9.0,160859.0,-10,{2021: 0.452420134476616}
646,2021,30895.0,2011 CHEVROLET IMPALA',2011,9.0,92810.0,-10,{2021: 0.32513017474651823}
647,2021,30898.0,2011 CHEVROLET IMPALA',2011,9.0,152384.0,-10,{2021: 0.3785096470952745}
648,2021,30899.0,2011 CHEVROLET IMPALA',2011,9.0,41369.0,-10,{2021: 0.267236273631396}
649,2021,30901.0,2011 CHEVROLET IMPALA',2011,9.0,125413.0,-10,{2021: 0.39254998987775064}
650,2021,30902.0,2011 CHEVROLET IMPALA',2011,9.0,158838.0,-10,{2021: 0.4020929822196647}
651,2021,30904.0,2011 CHEVROLET IMPALA',2011,9.0,108287.0,-10,{2021: 0.3468361900593947}
652,2021,30905.0,2011 CHEVROLET IMPALA',2011,9.0,112704.0,-10,{2021: 0.3516434201104831}
653,2021,30907.0,2011 CHEVROLET IMPALA',2011,9.0,144013.0,-10,{2021: 0.38093767578253923}
654,2021,30910.0,2011 FORD FUSION',2011,9.0,123288.0,-10,{2021: 0.35865105060124614}
655,2021,30912.0,2011 FORD FUSION',2011,9.0,111708.0,-10,{2021: 0.3326510522793784}
656,2021,30913.0,2011 FORD FUSION',2011,9.0,138064.0,-10,{2021: 0.3779769829846196}
657,2021,30914.0,2011 FORD FUSION',2011,9.0,81999.0,-10,{2021: 0.3129049912189497}
658,2021,30915.0,2011 FORD FUSION',2011,9.0,105486.0,-10,{2021: 0.33072664537349683}
659,2021,30916.0,2011 FORD FUSION',2011,9.0,142242.0,-10,{2021: 0.36398455643541755}
660,2021,30918.0,2011 FORD FUSION',2011,9.0,145534.0,-10,{2021: 0.3736906316869054}
661,2021,30919.0,2011 FORD FUSION',2011,9.0,136687.0,-10,{2021: 0.35723102680798247}
662,2021,30921.0,2011 FORD FUSION',2011,9.0,104379.0,-10,{2021: 0.3437764286244201}
663,2021,30922.0,2011 FORD FUSION',2011,9.0,126815.0,-10,{2021: 0.35132689032926806}
664,2021,30923.0,2011 FORD FUSION',2011,9.0,89614.0,-10,{2021: 0.3156724992851339}
665,2021,30924.0,2011 FORD FUSION',2011,9.0,136008.0,-10,{2021: 0.3732140664724127}
666,2021,30927.0,2011 CHEVROLET SILVERADO',2011,9.0,230290.0,-10,{2021: 0.4726807495114642}
667,2021,30928.0,2011 CHEVROLET SILVERADO',2011,9.0,194882.0,-10,{2021: 0.39801960451645724}
668,2021,30931.0,2011 CHEVROLET SILVERADO',2011,9.0,100812.0,-10,{2021: 0.3293522395220139}
669,2021,30932.0,2011 CHEVROLET SILVERADO',2011,9.0,98950.0,-10,{2021: 0.3191336618965597}
670,2021,30937.0,2011 FORD F250',2011,9.0,57065.0,-10,{2021: 0.31477247658842}
671,2021,30938.0,2011 JEEP LIBERTY',2011,9.0,134413.0,-10,{2021: 0.37536232374178014}
672,2021,30941.0,2012 FORD F250',2011,9.0,48855.0,-10,{2021: 0.28068426791515383}
673,2021,30942.0,2011 DODGE DAKOTA',2011,9.0,123659.0,-10,{2021: 0.38331552662344553}
674,2021,30943.0,2010 Toyota COROLLA',2011,9.0,85487.0,-10,{2021: 0.31476288362095506}
675,2021,30952.0,2011 Nissan ALTIMA',2013,7.0,114473.0,-8,{2021: 0.3089180019528351}
676,2021,30953.0,2013 CHEVROLET VAN CARGO',2013,7.0,116897.0,-8,{2021: 0.28506695383947095}
677,2021,30954.0,2013 CHEVROLET VAN CARGO',2013,7.0,104557.0,-8,{2021: 0.2915579022657841}
678,2021,30955.0,2013 CHEVROLET VAN CARGO',2013,7.0,138436.0,-8,{2021: 0.3798524745095329}
679,2021,30956.0,2012 DODGE Grand Caravan',2013,7.0,69241.0,-8,{2021: 0.2537688403200295}
680,2021,30957.0,2013 DODGE JOURNEY',2013,7.0,125959.0,-8,{2021: 0.3295314869362273}
681,2021,30958.0,2013 FORD ESCAPE',2013,7.0,86408.0,-8,{2021: 0.26623036388345167}
682,2021,30959.0,2013 FORD ESCAPE',2013,7.0,88463.0,-8,{2021: 0.27478043187301476}
683,2021,30960.0,2013 FORD ESCAPE',2013,7.0,60609.0,-8,{2021: 0.24565230295683244}
684,2021,30961.0,2013 FORD ESCAPE',2013,7.0,92863.0,-8,{2021: 0.279400107894314}
685,2021,30962.0,2013 FORD ESCAPE',2013,7.0,65202.0,-8,{2021: 0.25200758155366654}
686,2021,30969.0,2013 DODGE Grand Caravan',2013,7.0,104991.0,-8,{2021: 0.3056049993971773}
687,2021,30970.0,2013 DODGE Grand Caravan',2013,7.0,108863.0,-8,{2021: 0.2993219207901931}
688,2021,30973.0,2013 FORD VAN CARGO',2013,7.0,78420.0,-8,{2021: 0.27577583292115804}
689,2021,30974.0,2013 FORD VAN CARGO',2013,7.0,41457.0,-8,{2021: 0.2355232373296957}
690,2021,30975.0,2013 FORD VAN CARGO',2013,7.0,107118.0,-8,{2021: 0.3213460254478883}
691,2021,30976.0,2013 FORD VAN CARGO',2013,7.0,145563.0,-8,{2021: 0.3711542837043746}
692,2021,30977.0,2013 FORD VAN CARGO',2013,7.0,108731.0,-8,{2021: 0.3524313692742539}
693,2021,30978.0,2013 FORD VAN CARGO',2013,7.0,124435.0,-8,{2021: 0.3624901746279526}
694,2021,30979.0,2013 FORD VAN CARGO',2013,7.0,96146.0,-8,{2021: 0.29682483581699143}
695,2021,30980.0,2014 FORD TAURUS AWD',2013,7.0,145373.0,-8,{2021: 0.32794027387692304}
696,2021,30985.0,2014 FORD TAURUS AWD',2013,7.0,104753.0,-8,{2021: 0.28233463420079485}
697,2021,30986.0,2014 FORD TAURUS AWD',2013,7.0,175770.0,-8,{2021: 0.343406846388802}
698,2021,30987.0,2014 FORD TAURUS AWD',2013,7.0,145367.0,-8,{2021: 0.3118905497640955}
699,2021,30991.0,2014 FORD TAURUS AWD',2013,7.0,155279.0,-8,{2021: 0.31975390106579094}
700,2021,30992.0,2014 FORD TAURUS AWD',2013,7.0,156299.0,-8,{2021: 0.3236838196240053}
701,2021,30993.0,2014 FORD TAURUS AWD',2013,7.0,193388.0,-8,{2021: 0.39568118744531255}
702,2021,30994.0,2014 FORD TAURUS AWD',2013,7.0,165041.0,-8,{2021: 0.33688354421462824}
703,2021,30998.0,2014 FORD TAURUS AWD',2013,7.0,101381.0,-8,{2021: 0.3006216145395242}
704,2021,31002.0,2014 FORD TAURUS AWD',2013,7.0,108211.0,-8,{2021: 0.2828226625363025}
705,2021,31004.0,2014 FORD TAURUS AWD',2014,6.0,104732.0,-7,{2021: 0.27188650011015575}
706,2021,31006.0,2014 FORD TAURUS AWD',2014,6.0,129676.0,-7,{2021: 0.2839403388021068}
707,2021,31007.0,2014 FORD TAURUS AWD',2014,6.0,131279.0,-7,{2021: 0.28179304800809746}
708,2021,31008.0,2014 FORD TAURUS AWD',2013,7.0,98554.0,-8,{2021: 0.3049422011864974}
709,2021,31009.0,2014 FORD TAURUS AWD',2014,6.0,183763.0,-7,{2021: 0.35471370350812276}
710,2021,31010.0,2014 FORD TAURUS AWD',2013,7.0,182612.0,-8,{2021: 0.37415087944958975}
711,2021,31011.0,2014 FORD TAURUS AWD',2014,6.0,100321.0,-7,{2021: 0.268204943409626}
712,2021,31012.0,2014 FORD TAURUS AWD',2014,6.0,117800.0,-7,{2021: 0.2782214526923277}
713,2021,31014.0,2014 FORD TAURUS AWD',2014,6.0,156845.0,-7,{2021: 0.33514888766603756}
714,2021,31016.0,2014 FORD TAURUS AWD',2014,6.0,146155.0,-7,{2021: 0.3040192755164875}
715,2021,31017.0,2014 FORD TAURUS AWD',2013,7.0,135417.0,-8,{2021: 0.31903384742808194}
716,2021,31018.0,2014 FORD TAURUS AWD',2013,7.0,132667.0,-8,{2021: 0.33581739911283875}
717,2021,31019.0,2014 FORD TAURUS AWD',2013,7.0,86146.0,-8,{2021: 0.3044301745384618}
718,2021,31020.0,2014 FORD TAURUS AWD',2013,7.0,77289.0,-8,{2021: 0.27720102472050806}
719,2021,31021.0,2014 FORD TAURUS AWD',2013,7.0,86723.0,-8,{2021: 0.2840241234069001}
720,2021,31022.0,2014 FORD TAURUS AWD',2013,7.0,221294.0,-8,{2021: 0.44376987562000575}
721,2021,31023.0,2014 FORD TAURUS AWD',2013,7.0,104720.0,-8,{2021: 0.3064013625941605}
722,2021,31024.0,2014 FORD TAURUS AWD',2013,7.0,104845.0,-8,{2021: 0.31546682859868613}
723,2021,31025.0,2014 FORD TAURUS AWD',2013,7.0,67807.0,-8,{2021: 0.2602999041124261}
724,2021,31026.0,2014 FORD TAURUS AWD',2013,7.0,73955.0,-8,{2021: 0.26541047598709033}
725,2021,31027.0,2014 FORD TAURUS AWD',2013,7.0,81060.0,-8,{2021: 0.2824316659114884}
726,2021,31028.0,2014 FORD TAURUS AWD',2013,7.0,122271.0,-8,{2021: 0.3171361810467186}
727,2021,31029.0,2014 FORD TAURUS AWD',2013,7.0,66818.0,-8,{2021: 0.26784893678093386}
728,2021,31030.0,2014 CHEVROLET SUBURBAN',2013,7.0,106621.0,-8,{2021: 0.30737744408893974}
729,2021,31031.0,2014 CHEVROLET SUBURBAN',2013,7.0,94776.0,-8,{2021: 0.2838726248837124}
730,2021,31032.0,2014 CHEVROLET SUBURBAN',2013,7.0,92295.0,-8,{2021: 0.2901729047281739}
731,2021,31033.0,2014 CHEVROLET SUBURBAN',2013,7.0,189221.0,-8,{2021: 0.417459233552816}
732,2021,31034.0,2014 CHEVROLET SUBURBAN',2013,7.0,141114.0,-8,{2021: 0.3590036719012944}
733,2021,31035.0,2014 CHEVROLET SUBURBAN',2013,7.0,108754.0,-8,{2021: 0.32729754358544244}
734,2021,31037.0,2014 CHEVROLET SUBURBAN',2013,7.0,152922.0,-8,{2021: 0.3632872114801134}
735,2021,31038.0,2014 CHEVROLET SUBURBAN',2013,7.0,139310.0,-8,{2021: 0.3516222662265512}
736,2021,31039.0,2014 CHEVROLET SUBURBAN',2013,7.0,166585.0,-8,{2021: 0.394155035844878}
737,2021,31040.0,2014 CHEVROLET SUBURBAN',2013,7.0,169528.0,-8,{2021: 0.39746719821548543}
738,2021,31041.0,2014 CHEVROLET SUBURBAN',2013,7.0,167713.0,-8,{2021: 0.39658746609050355}
739,2021,31042.0,2014 CHEVROLET SUBURBAN',2013,7.0,167734.0,-8,{2021: 0.3629275721806527}
740,2021,31043.0,2014 CHEVROLET SUBURBAN',2013,7.0,174618.0,-8,{2021: 0.40021161080629386}
741,2021,31044.0,2014 CHEVROLET SUBURBAN',2013,7.0,176933.0,-8,{2021: 0.4016362643447542}
742,2021,31045.0,2014 CHEVROLET SUBURBAN',2013,7.0,178078.0,-8,{2021: 0.43523495730477274}
743,2021,31046.0,2014 CHEVROLET SUBURBAN',2013,7.0,82918.0,-8,{2021: 0.3242359468369803}
744,2021,31047.0,2014 CHEVROLET SUBURBAN',2013,7.0,69599.0,-8,{2021: 0.31440517978310567}
745,2021,31048.0,2014 CHEVROLET SUBURBAN',2013,7.0,86627.0,-8,{2021: 0.3036829848737064}
746,2021,31049.0,2014 CHEVROLET SUBURBAN',2013,7.0,85996.0,-8,{2021: 0.28224111917347666}
747,2021,31050.0,2014 CHEVROLET SUBURBAN',2013,7.0,82826.0,-8,{2021: 0.30891018044868596}
748,2021,31051.0,2014 CHEVROLET SUBURBAN',2013,7.0,72414.0,-8,{2021: 0.28005401466116114}
