equipmentid,vehicledescription,vehicle_type,dept_name,deptid,purchasedate,age2020,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type,replacement_vehicle_annual_maintenance
R890,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,13895,0,984.6,0,82,0,R7789,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R891,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,16407,0,984.6,0,82,0,R7790,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R892,Ford Escape,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,29000,29000,14101,0,1110.2,0,39,0,R7791,Ford Escape,29000,39,HEV,1110.2
R893,Ford Fusion,PHEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,36000,36000,15397,0,1023.6,0,103,0,R7792,Ford Fusion,36000,103,PHEV,1023.6
R894,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,17611,0,1023.6,0,103,0,R7793,Ford Fusion,36000,103,PHEV,1023.6
R895,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,3518,0,1023.6,0,103,0,R7794,Ford Fusion,36000,103,PHEV,1023.6
R896,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,9470,0,1023.6,0,103,0,R7795,Ford Fusion,36000,103,PHEV,1023.6
R897,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,5946,0,1023.6,0,103,0,R7796,Ford Fusion,36000,103,PHEV,1023.6
R898,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,7999,0,1023.6,0,103,0,R7797,Ford Fusion,36000,103,PHEV,1023.6
R899,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,1566,0,1023.6,0,103,0,R7798,Ford Fusion,36000,103,PHEV,1023.6
R900,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,26500,0,1023.6,0,103,0,R7799,Ford Fusion,36000,103,PHEV,1023.6
R901,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,5357,0,1023.6,0,103,0,R7800,Ford Fusion,36000,103,PHEV,1023.6
R902,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,1090,0,1023.6,0,103,0,R7801,Ford Fusion,36000,103,PHEV,1023.6
R903,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,6679,0,1023.6,0,103,0,R7802,Ford Fusion,36000,103,PHEV,1023.6
R904,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4351,0,1023.6,0,103,0,R7803,Ford Fusion,36000,103,PHEV,1023.6
R905,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4764,0,1023.6,0,103,0,R7804,Ford Fusion,36000,103,PHEV,1023.6
R906,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,5500,0,1023.6,0,103,0,R7805,Ford Fusion,36000,103,PHEV,1023.6
R907,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,24752,0,1023.6,0,103,0,R7806,Ford Fusion,36000,103,PHEV,1023.6
R908,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,20082,0,1023.6,0,103,0,R7807,Ford Fusion,36000,103,PHEV,1023.6
R909,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,24648,0,1023.6,0,103,0,R7808,Ford Fusion,36000,103,PHEV,1023.6
R910,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,6040,0,1023.6,0,103,0,R7809,Ford Fusion,36000,103,PHEV,1023.6
R911,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,11574,0,1023.6,0,103,0,R7810,Ford Fusion,36000,103,PHEV,1023.6
R912,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,20093,0,1023.6,0,103,0,R7811,Ford Fusion,36000,103,PHEV,1023.6
R913,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,1016,0,1023.6,0,103,0,R7812,Ford Fusion,36000,103,PHEV,1023.6
R914,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,2922,0,1023.6,0,103,0,R7813,Ford Fusion,36000,103,PHEV,1023.6
R915,Ford Fusion,PHEV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,36000,36000,6556,0,1023.6,0,103,0,R7814,Ford Fusion,36000,103,PHEV,1023.6
R916,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,21954,0,1023.6,0,103,0,R7815,Ford Fusion,36000,103,PHEV,1023.6
R917,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4941,0,1023.6,0,103,0,R7816,Ford Fusion,36000,103,PHEV,1023.6
R918,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,2914,0,1023.6,0,103,0,R7817,Ford Fusion,36000,103,PHEV,1023.6
R919,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,5026,0,1023.6,0,103,0,R7818,Ford Fusion,36000,103,PHEV,1023.6
R920,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,5823,0,1023.6,0,103,0,R7819,Ford Fusion,36000,103,PHEV,1023.6
R921,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,8811,0,1023.6,0,103,0,R7820,Ford Fusion,36000,103,PHEV,1023.6
R922,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,3771,0,1023.6,0,103,0,R7821,Ford Fusion,36000,103,PHEV,1023.6
R923,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,30294,0,1023.6,0,103,0,R7822,Ford Fusion,36000,103,PHEV,1023.6
R924,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,18128,0,1023.6,0,103,0,R7823,Ford Fusion,36000,103,PHEV,1023.6
R925,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,11149,0,1023.6,0,103,0,R7824,Ford Fusion,36000,103,PHEV,1023.6
R926,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,20816,0,1023.6,0,103,0,R7825,Ford Fusion,36000,103,PHEV,1023.6
R927,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,48335,0,1023.6,0,103,0,R7826,Ford Fusion,36000,103,PHEV,1023.6
R928,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,21803,0,1023.6,0,103,0,R7827,Ford Fusion,36000,103,PHEV,1023.6
R929,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,29860,0,1023.6,0,103,0,R7828,Ford Fusion,36000,103,PHEV,1023.6
R930,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,3930,0,1023.6,0,103,0,R7829,Ford Fusion,36000,103,PHEV,1023.6
R931,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,5442,0,1023.6,0,103,0,R7830,Ford Fusion,36000,103,PHEV,1023.6
R932,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,38968,0,1023.6,0,103,0,R7831,Ford Fusion,36000,103,PHEV,1023.6
R933,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,15849,0,1023.6,0,103,0,R7832,Ford Fusion,36000,103,PHEV,1023.6
R934,Ford Fusion,PHEV,Police Department - Support Operations,10151507,12/31/2021,0,36000,36000,24493,0,1023.6,0,103,0,R7833,Ford Fusion,36000,103,PHEV,1023.6
R935,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,24122,0,1023.6,0,103,0,R7834,Ford Fusion,36000,103,PHEV,1023.6
R936,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,3335,0,1023.6,0,103,0,R7835,Ford Fusion,36000,103,PHEV,1023.6
R937,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,11143,0,1023.6,0,103,0,R7836,Ford Fusion,36000,103,PHEV,1023.6
R938,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,44570,0,1023.6,0,103,0,R7837,Ford Fusion,36000,103,PHEV,1023.6
R939,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,46535,0,1023.6,0,103,0,R7838,Ford Fusion,36000,103,PHEV,1023.6
R940,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,19992,0,1023.6,0,103,0,R7839,Ford Fusion,36000,103,PHEV,1023.6
R941,Ford Escape,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,29000,29000,20519,0,1110.2,0,39,0,R7840,Ford Escape,29000,39,HEV,1110.2
R942,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,19777,0,1023.6,0,103,0,R7841,Ford Fusion,36000,103,PHEV,1023.6
R943,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,13516,0,1023.6,0,103,0,R7842,Ford Fusion,36000,103,PHEV,1023.6
R944,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,11237,0,1023.6,0,103,0,R7843,Ford Fusion,36000,103,PHEV,1023.6
R945,Ford F 250 Super Duty XL,ICE,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,42000,42000,19049,0,1227.8,0,14.6,0,R7844,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R946,Ford F 250 Super Duty XL,ICE,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,42000,42000,13295,0,1227.8,0,14.6,0,R7845,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R947,Ford F 250 Super Duty XL,ICE,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,42000,42000,7340,0,1227.8,0,14.6,0,R7846,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R948,Ford F 250 Super Duty XL,ICE,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,42000,42000,16888,0,1227.8,0,14.6,0,R7847,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R949,Ford F 250 Super Duty XL,ICE,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,42000,42000,14513,0,1227.8,0,14.6,0,R7848,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R950,Ford F 250 Super Duty XL,ICE,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,42000,42000,6750,0,1227.8,0,14.6,0,R7849,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R951,Ford F 250 Super Duty XL,ICE,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,42000,42000,12276,0,1227.8,0,14.6,0,R7850,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R952,Ford F 250 Super Duty XL,ICE,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,42000,42000,13352,0,1227.8,0,14.6,0,R7851,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R953,Ford F 250 Super Duty XL,ICE,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,42000,42000,14501,0,1227.8,0,14.6,0,R7852,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R954,Ford F 250 Super Duty XL,ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,42000,42000,8099,0,1227.8,0,14.6,0,R7853,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R955,Ford F 250 Super Duty XL,ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,42000,42000,6764,0,1227.8,0,14.6,0,R7854,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R956,Ford F 250 Super Duty XL,ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,42000,42000,7998,0,1227.8,0,14.6,0,R7855,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R957,Ford F 250 Super Duty XL,ICE,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,42000,42000,13279,0,1227.8,0,14.6,0,R7856,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R958,Ford F 250 Super Duty XL,ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,12/31/2021,0,42000,42000,11932,0,1227.8,0,14.6,0,R7857,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R959,Ford F 250 Super Duty XL,ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,12/31/2021,0,42000,42000,17080,0,1227.8,0,14.6,0,R7858,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R960,Ford F 250 Super Duty XL,ICE,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,42000,42000,12226,0,1227.8,0,14.6,0,R7859,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R961,Ford F 250 Super Duty XL,ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,42000,42000,24978,0,1227.8,0,14.6,0,R7860,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R962,Ford F 250 Super Duty XL,ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,42000,42000,7249,0,1227.8,0,14.6,0,R7861,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R963,Ford F 250 Super Duty XL,ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,42000,42000,9689,0,1227.8,0,14.6,0,R7862,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R964,Ford F 250 Super Duty XL,ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,12/31/2021,0,42000,42000,12081,0,1227.8,0,14.6,0,R7863,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R965,Ford F 250 Super Duty XL,ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,42000,42000,10055,0,1227.8,0,14.6,0,R7864,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R966,Ford F 250 Super Duty XL,ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,42000,42000,19120,0,1227.8,0,14.6,0,R7865,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R967,Ford F 250 Super Duty XL,ICE,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,42000,42000,9933,0,1227.8,0,14.6,0,R7866,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R968,Ford F 250 Super Duty XL,ICE,DPW: Solid Waste Management (Refuse Disposal),10707603,12/31/2021,0,42000,42000,18987,0,1227.8,0,14.6,0,R7867,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R969,Ford F 250 Super Duty XL,ICE,DPW: Solid Waste Management (Refuse Collection),10707602,12/31/2021,0,42000,42000,20379,0,1227.8,0,14.6,0,R7868,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R970,Ford F 250 Super Duty XL,ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,42000,42000,15698,0,1227.8,0,14.6,0,R7869,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R971,Ford F 250 Super Duty XL,ICE,DPW: Solid Waste Management (Refuse Collection),10707602,12/31/2021,0,42000,42000,11441,0,1227.8,0,14.6,0,R7870,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R972,Ford F 250 Super Duty XL,ICE,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,42000,42000,10312,0,1227.8,0,14.6,0,R7871,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R973,Ford F 250 Super Duty XL,ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,42000,42000,10484,0,1227.8,0,14.6,0,R7872,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R974,Ford F 250 Super Duty XL,ICE,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,42000,42000,9350,0,1227.8,0,14.6,0,R7873,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R975,Ford F 250 Super Duty XL,ICE,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,42000,42000,10154,0,1227.8,0,14.6,0,R7874,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R976,Ford F 250 Super Duty XL,ICE,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,42000,42000,10671,0,1227.8,0,14.6,0,R7875,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R977,Ford F 250 Super Duty XL,ICE,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,42000,42000,8956,0,1227.8,0,14.6,0,R7876,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R978,Ford F 250 Super Duty XL,ICE,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,42000,42000,16094,0,1227.8,0,14.6,0,R7877,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R979,Ford F 250 Super Duty XL,ICE,DPW: Solid Waste Management (Refuse Collection),10707602,12/31/2021,0,42000,42000,17676,0,1227.8,0,14.6,0,R7878,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R980,Ford F 250 Super Duty XL,ICE,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,42000,42000,12987,0,1227.8,0,14.6,0,R7879,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R981,Ford Escape,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,29000,29000,20716,0,1110.2,0,39,0,R7880,Ford Escape,29000,39,HEV,1110.2
R982,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,19567,0,1023.6,0,103,0,R7881,Ford Fusion,36000,103,PHEV,1023.6
R983,Chrysler Pacifica Hybrid,HEV,Police Department - Operations,10151506,12/31/2021,0,40000,40000,7318,0,984.6,0,82,0,R7882,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R984,Ford Escape,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,29000,29000,15492,0,1110.2,0,39,0,R7883,Ford Escape,29000,39,HEV,1110.2
R985,Ford Fusion,PHEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,36000,36000,18185,0,1023.6,0,103,0,R7884,Ford Fusion,36000,103,PHEV,1023.6
R986,Chrysler Pacifica Hybrid,HEV,Police Department - Operations,10151506,12/31/2021,0,40000,40000,12408,0,984.6,0,82,0,R7885,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R987,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,11652,0,1023.6,0,103,0,R7886,Ford Fusion,36000,103,PHEV,1023.6
R988,Chrysler Pacifica Hybrid,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,40000,40000,25918,0,984.6,0,82,0,R7887,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R989,Ford Explorer,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,46000,46000,14928,0,1198.6,0,25,0,R7888,Ford Explorer,46000,25,HEV,1198.6
R990,Ford F 150 XLT Super Crew,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,39000,39000,22216,0,1397.4,0,30.6,0,R7889,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R991,Ford Escape,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,29000,29000,16204,0,1110.2,0,39,0,R7890,Ford Escape,29000,39,HEV,1110.2
R992,Chrysler Pacifica Hybrid,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,40000,40000,12612,0,984.6,0,82,0,R7891,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R993,Ford F 150 XLT Super Crew,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,39000,39000,15209,0,1397.4,0,30.6,0,R7892,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R994,Ford F 150 XLT Super Crew,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,39000,39000,23518,0,1397.4,0,30.6,0,R7893,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R995,Ford F 150 XLT Super Crew,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,39000,39000,29854,0,1397.4,0,30.6,0,R7894,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R996,Ford F 150 XLT Super Crew,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,39000,39000,21239,0,1397.4,0,30.6,0,R7895,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R997,Chevrolet Bolt EV,EV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,31300,31300,16598,0,777.2,0,106,0,R7896,Chevrolet Bolt EV,31300,106,EV,777.2
R998,Chrysler Pacifica Hybrid,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,40000,40000,15816,0,984.6,0,82,0,R7897,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R999,Chevrolet Bolt EV,EV,Fire Department - Fire Rescue Academy,10161607,12/31/2021,0,31300,31300,9684,0,777.2,0,106,0,R7898,Chevrolet Bolt EV,31300,106,EV,777.2
R1000,Ford Transit 350HD Passenger Van,EV,Vehicle Operations and Maintenance,210101003,12/31/2021,0,46000,46000,579,0,1529.4,0,66,0,R7899,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R1001,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,9488,0,1023.6,0,103,0,R7900,Ford Fusion,36000,103,PHEV,1023.6
R1002,Ford Transit 350HD Cargo Van,EV,Housing Office,005057XX21,12/31/2021,0,46000,46000,597,0,1513.2,0,66,0,R7901,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R1003,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,19682,0,1023.6,0,103,0,R7902,Ford Fusion,36000,103,PHEV,1023.6
R1004,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,15247,0,984.6,0,82,0,R7903,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1005,Chrysler Pacifica Hybrid,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,40000,40000,17897,0,984.6,0,82,0,R7904,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1006,Chrysler Pacifica Hybrid,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,40000,40000,17102,0,984.6,0,82,0,R7905,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1007,Chrysler Pacifica Hybrid,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,40000,40000,22496,0,984.6,0,82,0,R7906,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1008,Chrysler Pacifica Hybrid,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,40000,40000,9517,0,984.6,0,82,0,R7907,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1009,Ford Escape,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,29000,29000,15183,0,1110.2,0,39,0,R7908,Ford Escape,29000,39,HEV,1110.2
R1010,Ford Fusion,PHEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,36000,36000,19893,0,1023.6,0,103,0,R7909,Ford Fusion,36000,103,PHEV,1023.6
R1011,Ford Escape,HEV,Police Department - Operations,10151506,12/31/2021,0,29000,29000,8848,0,1110.2,0,39,0,R7910,Ford Escape,29000,39,HEV,1110.2
R1012,Ford Fusion,PHEV,Police Department - Community Resources,10151508,12/31/2021,0,36000,36000,24413,0,1023.6,0,103,0,R7911,Ford Fusion,36000,103,PHEV,1023.6
R1013,Ford Fusion,PHEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,36000,36000,20354,0,1023.6,0,103,0,R7912,Ford Fusion,36000,103,PHEV,1023.6
R1014,Ford F 150 XLT Super Crew,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,39000,39000,19533,0,1397.4,0,30.6,0,R7913,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R1015,Chrysler Pacifica Hybrid,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,40000,40000,16958,0,984.6,0,82,0,R7914,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1016,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,21546,0,984.6,0,82,0,R7915,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
