,t,totfuelcost,totmandrcost,amt_spent,totemission,percent_decrease,v_count,n_replaced
0,2021,2550107.9494575034,1619085.333900694,0.0,2617677.2681250777,0.0,"{'HEV': 84, 'PHEV': 0, 'ICE': 1374}",0
1,2021,2550107.9494575034,1619085.333900694,6499100.0,2617677.2681250777,0.0,"{'HEV': 84, 'PHEV': 0, 'ICE': 1374}",194
2,2022,2504428.425685478,1593140.6914364342,6694500.0,2571100.6655113106,0.017793103520025534,"{'HEV': 100, 'PHEV': 13, 'ICE': 1345}",184
