equipmentid,vehicledescription,vehicle_type,dept_name,deptid,purchasedate,age2020,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type
31529,2014 FORD F250',ICE,DPW: Solid Waste Management (Refuse Disposal),10707603,10/26/17,3,30035.00,15000.00,"2,255","7,355",336.98,1234.37,15,363.96,R1277,Ford F 250 Super Duty XL,42000,14.6,ICE
31531,2015 Chrysler TOWN & COUNTRY',ICE,Police Department - Vice/Narcotics,10151504,10/31/17,3,24000.00,13333.33,"21,915","51,918",1145.28,127.02,20,2652.81,R1278,Chrysler Pacifica Hybrid,40000,82,HEV
31532,2016 JEEP CHEROKEE',ICE,Police Department - Investigative Services,10151503,10/17/17,3,21931.70,15433.42,"16,346","30,600",1222.72,2710.00,22,1798.80,R1279,Ford Explorer,46000,25,HEV
31533,2014 FORD FUSION',ICE,Police Department - Investigative Services,10151503,10/31/17,3,17698.00,9832.22,"12,986","35,490",772.88,3860.91,29,1084.11,R1280,Chevrolet Bolt EV,31300,106,EV
31534,2017 CHEVROLET MALIBU',ICE,Police Department - Investigative Services,10151503,10/17/17,3,16500.00,9166.67,"12,454","38,403",813.79,1758.20,46,655.46,R1281,Ford Fusion,36000,103,PHEV
31535,2017 CHEVROLET MALIBU',ICE,Police Department - Investigative Services,10151503,11/20/17,3,18646.86,10618.35,"16,602","44,072",789.81,1200.75,46,873.77,R1282,Ford Fusion,36000,103,PHEV
31536,2014 CHEVROLET EQUINOX (SUV)',ICE,Police Department - Investigative Services,10151503,11/20/17,3,16965.80,9661.08,"14,544","47,606",1638.99,3364.72,23,1530.91,R1283,Ford Escape,29000,39,HEV
31537,2016 DODGE Caravan',ICE,Police Department - Vice/Narcotics,10151504,11/20/17,3,17748.00,10106.50,"12,845","35,460",3892.21,5653.86,20,1554.89,R1284,Chrysler Pacifica Hybrid,40000,82,HEV
31538,2017 FORD F250',ICE,DPW: Equipment Maintenance,10707503,1/9/18,2,36488.00,26690.30,"9,315","22,980",303.67,565.41,15,1503.44,R1285,Ford F 250 Super Duty XL,42000,14.6,ICE
31539,2018 FORD TRANSIT',ICE,Police Department - Administrative/Technical Services,10151502,12/19/17,3,25590.00,14927.50,"4,774","10,665",128.27,440.06,22,525.36,R1286,Ford Transit 350HD Passenger Van,46000,66,EV
31540,2018 FORD TRANSIT',ICE,Police Department - Support Operations,10151507,1/11/18,2,32195.00,19227.57,"13,530","22,011",862.67,4815.30,22,1488.92,R1287,Ford Transit 350HD Passenger Van,46000,66,EV
31541,2015 JEEP CHEROKEE',ICE,Police Department - Vice/Narcotics,10151504,2/2/18,2,18248.00,11151.56,"15,459","38,888",807.89,4039.44,23,1627.23,R1288,Ford Explorer,46000,25,HEV
31542,2018 FORD TRANSIT',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,2/14/18,2,27613.00,20454.07,"10,437","20,137",112.13,279.36,22,1148.54,R1289,Ford Transit 350HD Passenger Van,46000,66,EV
31543,2017 FORD E450',ICE,DPW: Bureau of Transportation Specialized Transp,005070XX22,3/6/18,2,56897.91,42673.43,"19,153","38,517",1231.76,2134.96,10,4636.94,R1290,Ford E-450,105000,33.7,EV
31544,2017 FORD E450',ICE,Department of Aging (Rural Transportation),005034XX28,3/6/18,2,56897.91,42673.43,"15,929","35,360",1679.17,2479.06,10,3856.41,R1291,Ford E-450,105000,33.7,EV
31545,2017 FORD E350 BUS',ICE,DPW: Bureau of Transportation Specialized Transp,005070XX22,3/1/18,2,54372.37,40779.28,"18,047","42,880",1478.51,1779.75,8.5,5140.21,R1292,Ford Transit 350HD Passenger Van,46000,66,EV
31546,2017 FORD E350 BUS',ICE,DPW: Bureau of Transportation,10707704,3/1/18,2,54372.37,40779.28,"20,628","46,180",1932.99,3479.00,8.5,5875.34,R1293,Ford Transit 350HD Passenger Van,46000,66,EV
31547,2016 FORD FUSION',ICE,Police Department - Investigative Services,10151503,3/31/18,2,18517.55,11573.47,"13,434","31,131",569.86,1703.34,29,1121.51,R1294,Chevrolet Bolt EV,31300,106,EV
31548,2017 FORD FUSION',ICE,Police Department - Investigative Services,10151503,4/17/18,2,18398.00,11754.28,"24,759","49,232",501.73,1146.68,42,1427.18,R1295,Chevrolet Bolt EV,31300,106,EV
31549,2016 CHEVROLET VAN CARGO',ICE,Fire Department - Field Operations,10161606,4/25/18,2,23000.00,17462.96,"17,588","36,337",871.08,2474.77,25,1703.22,R1296,Ford Transit 350HD Cargo Van,46000,66,EV
31551,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/22/18,2,27424.00,17901.78,"32,932","55,787",2331.85,4312.68,21,3796.59,R1297,Ford Fusion,36000,103,PHEV
31552,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/18/18,2,27424.00,17901.78,"49,657","98,631",4825.90,8544.27,21,5724.74,R1298,Ford Fusion,36000,103,PHEV
31553,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/24/18,2,27424.00,17901.78,"44,681","88,042",4577.49,8056.27,21,5151.08,R1299,Ford Fusion,36000,103,PHEV
31554,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/30/18,2,27424.00,17901.78,"26,094","57,677",2076.84,4081.82,21,3008.27,R1300,Ford Fusion,36000,103,PHEV
31555,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,6/21/18,2,27424.00,18282.67,"36,725","64,669",3854.22,6631.75,21,4233.87,R1301,Ford Fusion,36000,103,PHEV
31556,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,6/21/18,2,27424.00,18282.67,"44,734","78,780",5487.71,8268.91,21,5157.19,R1302,Ford Fusion,36000,103,PHEV
31557,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/18/18,2,27424.00,17901.78,"53,173","109,826",5435.89,9422.48,21,6130.09,R1303,Ford Fusion,36000,103,PHEV
31558,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/30/18,2,27424.00,17901.78,"50,396","96,082",4393.61,6853.31,21,5809.94,R1304,Ford Fusion,36000,103,PHEV
31559,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/18/18,2,27424.00,17901.78,"50,900","105,393",5973.83,11252.65,21,5868.04,R1305,Ford Fusion,36000,103,PHEV
31560,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/22/18,2,27424.00,17901.78,"37,558","81,193",4145.60,7378.54,21,4329.90,R1306,Ford Fusion,36000,103,PHEV
31561,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/30/18,2,27424.00,17901.78,"17,017","27,274",251.81,1787.66,21,1961.82,R1307,Ford Fusion,36000,103,PHEV
31562,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/31/18,2,27424.00,17901.78,"27,423","54,012",2194.63,4346.09,21,3161.48,R1308,Ford Fusion,36000,103,PHEV
31563,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/30/18,2,27424.00,17901.78,"33,501","51,944",3694.46,5822.11,21,3862.19,R1309,Ford Fusion,36000,103,PHEV
31564,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/31/18,2,27424.00,17901.78,"22,404","57,992",3552.39,6533.99,21,2582.86,R1310,Ford Fusion,36000,103,PHEV
31565,2018 FORD TAURUS AWD',ICE,Police Department - Administrative/Technical Services,10151502,5/30/18,2,27424.00,17901.78,"5,637","13,269",46.88,904.44,21,649.87,R1311,Ford Fusion,36000,103,PHEV
31566,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/30/18,2,27424.00,17901.78,"23,881","39,538",2295.39,3899.95,21,2753.14,R1312,Ford Fusion,36000,103,PHEV
31567,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,6/21/18,2,27424.00,18282.67,"28,283","44,695",3067.72,4925.54,21,3260.63,R1313,Ford Fusion,36000,103,PHEV
31568,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/22/18,2,27424.00,17901.78,"36,418","66,212",3829.42,6524.89,21,4198.48,R1314,Ford Fusion,36000,103,PHEV
31569,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/22/18,2,27424.00,17901.78,"44,308","67,651",3793.03,5975.89,21,5108.08,R1315,Ford Fusion,36000,103,PHEV
31570,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/30/18,2,27424.00,17901.78,"25,325","42,869",1253.59,2194.70,21,2919.61,R1316,Ford Fusion,36000,103,PHEV
31571,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/22/18,2,27424.00,17901.78,"50,396","78,763",4486.43,7232.81,21,5809.94,R1317,Ford Fusion,36000,103,PHEV
31572,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/24/18,2,27424.00,17901.78,"14,981","34,136",636.21,2583.92,21,1727.10,R1318,Ford Fusion,36000,103,PHEV
31573,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/22/18,2,27424.00,17901.78,"45,189","89,619",5789.18,9782.06,21,5209.65,R1319,Ford Fusion,36000,103,PHEV
31574,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/22/18,2,27424.00,17901.78,"42,947","59,254",4304.32,6330.15,21,4951.18,R1320,Ford Fusion,36000,103,PHEV
31575,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/24/18,2,27424.00,17901.78,"38,163","76,705",4045.58,7475.70,21,4399.65,R1321,Ford Fusion,36000,103,PHEV
31576,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/22/18,2,27424.00,17901.78,"33,301","73,105",4055.88,8787.86,21,3839.13,R1322,Ford Fusion,36000,103,PHEV
31577,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/22/18,2,27424.00,17901.78,"16,874","29,448",1020.96,1974.91,21,1945.33,R1323,Ford Fusion,36000,103,PHEV
31578,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/24/18,2,27424.00,17901.78,"33,963","60,364",3448.90,5903.50,21,3915.45,R1324,Ford Fusion,36000,103,PHEV
31579,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/31/18,2,27424.00,17901.78,"41,593","70,383",4808.24,7135.00,21,4795.08,R1325,Ford Fusion,36000,103,PHEV
31580,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/30/18,2,27424.00,17901.78,"24,427","38,717",979.54,2298.81,21,2816.08,R1326,Ford Fusion,36000,103,PHEV
31581,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/31/18,2,27424.00,17901.78,"49,849","96,150",5386.61,9360.09,21,5746.88,R1327,Ford Fusion,36000,103,PHEV
31582,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/22/18,2,27424.00,17901.78,"44,586","74,342",4184.19,6329.39,21,5140.13,R1328,Ford Fusion,36000,103,PHEV
31584,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/22/18,2,27424.00,17901.78,"37,453","88,270",5608.41,8579.24,21,4317.80,R1329,Ford Fusion,36000,103,PHEV
31585,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,6/21/18,2,27424.00,18282.67,"25,911","46,768",1899.34,3733.78,21,2987.17,R1330,Ford Fusion,36000,103,PHEV
31586,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,6/21/18,2,27424.00,18282.67,"16,263","32,993",1254.06,1707.81,21,1874.89,R1331,Ford Fusion,36000,103,PHEV
31587,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/31/18,2,27424.00,17901.78,"8,370","11,530",127.38,1020.85,21,964.94,R1332,Ford Fusion,36000,103,PHEV
31588,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/30/18,2,27424.00,17901.78,"38,089","56,764",4448.57,6410.40,21,4391.12,R1333,Ford Fusion,36000,103,PHEV
31589,2018 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,5/22/18,2,27424.00,17901.78,"37,182","59,662",7492.00,9968.65,21,4286.55,R1334,Ford Fusion,36000,103,PHEV
31590,2016 DODGE JOURNEY',ICE,Police Department - Operations,10151506,6/14/18,2,15400.00,10266.67,"15,142","30,607",544.67,1061.33,19,1929.41,R1335,Chrysler Pacifica Hybrid,40000,82,HEV
31591,2015 HONDA ACCORD',ICE,Police Department - Vice/Narcotics,10151504,6/13/18,2,14940.76,9960.51,"24,040","47,282",1256.33,68.22,30,1940.03,R1336,Ford Fusion,36000,103,PHEV
31592,2016 FORD FUSION',ICE,Police Department - Investigative Services,10151503,6/14/18,2,13750.00,9166.67,"13,231","24,661",847.36,1517.16,29,1104.56,R1337,Chevrolet Bolt EV,31300,106,EV
31593,2018 CHEVROLET EQUINOX (SUV)',ICE,Police Department - Investigative Services,10151503,7/12/18,2,22725.00,15465.63,"15,800","31,332",216.67,934.05,28,1366.14,R1338,Ford Escape,29000,39,HEV
31594,2017 FORD FUSION',ICE,Police Department - Investigative Services,10151503,7/26/18,2,13681.26,9310.86,"15,458","29,773",432.39,946.88,42,891.04,R1339,Chevrolet Bolt EV,31300,106,EV
31595,2018 FORD F350',ICE,DPW: General Surveying,10707209,7/24/18,2,32897.00,25891.16,"14,925","21,563",220.91,554.76,12.5,2890.67,R1340,Ford F 350 Super Duty XL,65000,13.6,ICE
31596,2015 BUICK LACROSSE',ICE,Police Department - Investigative Services,10151503,7/27/18,2,38151.00,9301.00,"14,338","35,072",1735.72,2924.40,21,1652.97,R1341,Ford Fusion,36000,103,PHEV
31598,2016 FORD FUSION',ICE,Police Department - Investigative Services,10151503,8/30/18,2,17750.00,12326.39,"10,754","19,257",912.91,1545.36,29,897.77,R1342,Chevrolet Bolt EV,31300,106,EV
31599,2018 Chrysler PACIFICA',ICE,Police Department - Operations,10151506,9/4/18,2,25238.00,17876.92,"8,408","14,961",625.12,1236.20,22,925.26,R1343,Chrysler Pacifica Hybrid,40000,82,HEV
31600,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/28/18,2,33085.00,22975.69,"14,126","14,471",778.05,1381.14,19,1799.95,R1344,Ford Explorer,46000,25,HEV
31603,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/28/18,2,33085.00,22975.69,"15,463","18,205",792.38,1170.18,19,1970.31,R1345,Ford Explorer,46000,25,HEV
31606,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,9/19/18,2,33085.00,23435.21,"19,326","26,766",1058.19,1602.48,19,2462.54,R1346,Ford Explorer,46000,25,HEV
31608,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,9/19/18,2,33085.00,23435.21,"34,406","29,475",1654.16,1744.94,19,4384.05,R1347,Ford Explorer,46000,25,HEV
31609,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,9/19/18,2,33085.00,23435.21,"8,473","17,734",729.77,1364.05,19,1079.64,R1348,Ford Explorer,46000,25,HEV
31610,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/7/18,2,33085.00,22975.69,"13,972","22,225",561.29,1306.29,19,1780.33,R1349,Ford Explorer,46000,25,HEV
31611,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,9/19/18,2,33085.00,23435.21,"41,095","52,281",2659.22,3282.66,19,5236.37,R1350,Ford Explorer,46000,25,HEV
31612,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/2/18,2,33085.00,22975.69,"27,377","29,401",1529.89,1572.61,19,3488.41,R1351,Ford Explorer,46000,25,HEV
31613,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/28/18,2,33085.00,22975.69,"22,902","27,724",581.14,782.97,19,2918.20,R1352,Ford Explorer,46000,25,HEV
31614,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/20/18,2,33085.00,22975.69,"17,756","25,631",758.16,997.47,19,2262.49,R1353,Ford Explorer,46000,25,HEV
31615,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/28/18,2,33085.00,22975.69,"10,048","12,208",159.73,287.25,19,1280.33,R1354,Ford Explorer,46000,25,HEV
31616,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/20/18,2,33085.00,22975.69,"17,578","19,368",927.50,971.00,19,2239.81,R1355,Ford Explorer,46000,25,HEV
31617,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/20/18,2,33085.00,22975.69,"59,691","80,737",3748.49,5094.99,19,7605.89,R1356,Ford Explorer,46000,25,HEV
31618,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,9/19/18,2,33085.00,23435.21,"16,023","23,686",747.58,1542.71,19,2041.67,R1357,Ford Explorer,46000,25,HEV
31619,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/7/18,2,33085.00,22975.69,"40,616","47,865",3566.65,3859.40,19,5175.33,R1358,Ford Explorer,46000,25,HEV
31620,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/7/18,2,33085.00,22975.69,"11,550","12,775",202.18,225.78,19,1471.71,R1359,Ford Explorer,46000,25,HEV
31621,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/7/18,2,33085.00,22975.69,"50,862","59,191",3764.43,6024.74,19,6480.89,R1360,Ford Explorer,46000,25,HEV
31622,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/28/18,2,33085.00,22975.69,"35,805","46,016",3308.51,3479.92,19,4562.31,R1361,Ford Explorer,46000,25,HEV
31623,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/7/18,2,33085.00,22975.69,"10,776","11,944",122.52,356.28,19,1373.09,R1362,Ford Explorer,46000,25,HEV
31624,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/28/18,2,33085.00,22975.69,"29,519","39,238",1175.40,1785.91,19,3761.34,R1363,Ford Explorer,46000,25,HEV
31625,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/7/18,2,33085.00,22975.69,"10,751","11,878",189.53,682.62,19,1369.90,R1364,Ford Explorer,46000,25,HEV
31626,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/28/18,2,33085.00,22975.69,"36,977","48,088",1292.40,1721.19,19,4711.65,R1365,Ford Explorer,46000,25,HEV
31627,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/2/18,2,33085.00,22975.69,"8,834","17,833",398.57,1234.32,19,1125.64,R1366,Ford Explorer,46000,25,HEV
31628,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/2/18,2,33085.00,22975.69,"10,776","14,875",126.74,841.64,19,1373.09,R1367,Ford Explorer,46000,25,HEV
31629,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/7/18,2,33085.00,22975.69,"38,946","58,482",3504.33,4909.48,19,4962.54,R1368,Ford Explorer,46000,25,HEV
31630,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/7/18,2,33085.00,22975.69,"8,119","14,541",612.17,1415.60,19,1034.53,R1369,Ford Explorer,46000,25,HEV
31631,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,9/19/18,2,33085.00,23435.21,"9,739","18,225",301.55,1485.14,19,1240.95,R1370,Ford Explorer,46000,25,HEV
31632,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/20/18,2,33085.00,22975.69,"39,147","53,649",3498.07,4956.37,19,4988.15,R1371,Ford Explorer,46000,25,HEV
31633,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/7/18,2,33085.00,22975.69,"62,720","71,543",4187.52,4825.05,19,7991.85,R1372,Ford Explorer,46000,25,HEV
31634,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/20/18,2,33085.00,22975.69,"57,830","78,025",3644.38,4548.09,19,7368.76,R1373,Ford Explorer,46000,25,HEV
31635,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/20/18,2,33085.00,22975.69,"7,817","12,649",91.53,1702.12,19,996.05,R1374,Ford Explorer,46000,25,HEV
31636,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/20/18,2,33085.00,22975.69,"43,877","59,795",3591.58,4573.33,19,5590.85,R1375,Ford Explorer,46000,25,HEV
31637,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/2/18,2,33085.00,22975.69,"14,466","16,448",620.98,930.36,19,1843.27,R1376,Ford Explorer,46000,25,HEV
31638,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/2/18,2,33085.00,22975.69,"10,322","11,817",355.15,611.12,19,1315.24,R1377,Ford Explorer,46000,25,HEV
31639,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/2/18,2,33085.00,22975.69,"15,192","22,671",1904.60,3529.83,19,1935.78,R1378,Ford Explorer,46000,25,HEV
31640,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/28/18,2,33085.00,22975.69,"33,099","52,220",4025.73,4734.43,19,4217.51,R1379,Ford Explorer,46000,25,HEV
31641,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/2/18,2,33085.00,22975.69,"44,759","63,211",2412.20,3492.35,19,5703.24,R1380,Ford Explorer,46000,25,HEV
31642,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/20/18,2,33085.00,22975.69,"8,666","14,775",272.20,1321.72,19,1104.23,R1381,Ford Explorer,46000,25,HEV
31643,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,9/19/18,2,33085.00,23435.21,"12,660","15,161",1550.06,1735.69,19,1613.15,R1382,Ford Explorer,46000,25,HEV
31644,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/20/18,2,33085.00,22975.69,"15,542","19,800",688.73,965.36,19,1980.38,R1383,Ford Explorer,46000,25,HEV
31645,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/2/18,2,33085.00,22975.69,"6,892","15,480",395.73,1676.71,19,878.19,R1384,Ford Explorer,46000,25,HEV
31646,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/2/18,2,33085.00,22975.69,"14,730","18,250",1344.06,1389.34,19,1876.91,R1385,Ford Explorer,46000,25,HEV
31647,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/28/18,2,33085.00,22975.69,"10,357","12,660",299.05,837.38,19,1319.70,R1386,Ford Explorer,46000,25,HEV
31648,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/7/18,2,33085.00,22975.69,"44,540","52,045",3699.67,4281.34,19,5675.33,R1387,Ford Explorer,46000,25,HEV
31650,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/2/18,2,33085.00,22975.69,"14,621","19,857",234.67,454.39,19,1863.02,R1388,Ford Explorer,46000,25,HEV
31651,2018 FORD EXPLORER AWD',ICE,Police Department - Operations,10151506,8/20/18,2,33085.00,22975.69,"45,127","57,441",4227.88,4835.76,19,5750.13,R1389,Ford Explorer,46000,25,HEV
31654,2017 MITSUBISHI OUTLANDER',ICE,Police Department - Vice/Narcotics,10151504,8/29/18,2,16545.00,11489.58,"27,624","47,810",1443.63,97.66,25,2675.11,R1390,Ford Escape,29000,39,HEV
31655,2015 MAZDA CX-9',ICE,Police Department - Vice/Narcotics,10151504,9/18/18,2,22275.00,15778.13,"19,161","41,135",1001.35,5006.77,19,2441.51,R1391,Ford Explorer,46000,25,HEV
31656,2018 CHEVROLET IMPALA',ICE,Police Department - Operations,10151506,10/18/18,2,19950.00,14408.33,"17,333","27,323",251.98,680.78,22,1907.42,R1392,Ford Fusion,36000,103,PHEV
31657,2019 FORD F250',ICE,Department of Public Works (Administration),10707201,10/17/18,2,35258.06,28728.79,"14,613","21,058",882.88,1161.11,15,2358.54,R1393,Ford F 250 Super Duty XL,42000,14.6,ICE
31658,2019 FORD F250',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,10/17/18,2,35258.06,28728.79,"3,214","5,577",40.48,312.60,15,518.74,R1394,Ford F 250 Super Duty XL,42000,14.6,ICE
31659,2018 CHEVROLET IMPALA',ICE,Police Department - Vice/Narcotics,10151504,11/15/18,2,21900.00,16120.83,"10,825","13,516",2226.77,2226.77,22,1191.24,R1395,Ford Fusion,36000,103,PHEV
31660,2018 CHEVROLET IMPALA',ICE,County Council,10484801,11/20/18,2,21250.00,15642.36,"5,134","6,311",342.52,448.91,22,564.97,R1396,Ford Fusion,36000,103,PHEV
31661,2018 CHEVROLET IMPALA',ICE,Police Department - Operations,10151506,11/15/18,2,21150.00,15568.75,"16,226","21,575",2158.19,2161.21,22,1785.60,R1397,Ford Fusion,36000,103,PHEV
31663,2018 Chrysler PACIFICA',ICE,Police Department - Investigative Services,10151503,11/15/18,2,25400.00,18697.22,"26,641","44,155",1428.62,1929.04,22,2931.72,R1398,Chrysler Pacifica Hybrid,40000,82,HEV
31664,2018 JEEP CHEROKEE',ICE,Vehicle Operations and Maintenance,210101003,11/20/18,2,23000.00,16930.56,"5,091","7,090",9.84,39.16,25,493.01,R1399,Ford Escape,29000,39,HEV
31665,2018 CHEVROLET IMPALA',ICE,Police Department - Vice/Narcotics,10151504,1/17/19,1,19125.00,14609.38,"23,995","29,814",868.74,1161.13,22,2640.54,R1400,Ford Fusion,36000,103,PHEV
31666,2017 DODGE JOURNEY',ICE,Police Department - Office of the Chief,10151501,1/24/19,1,16567.00,12655.35,"5,897","11,520",159.19,360.53,21,679.84,R1401,Chrysler Pacifica Hybrid,40000,82,HEV
31667,2017 CHEVROLET EQUINOX (SUV)',ICE,Police Department - Investigative Services,10151503,1/24/19,1,16350.00,12489.58,"13,216","19,036",539.85,547.63,23,1391.13,R1402,Ford Escape,29000,39,HEV
31668,2018 CHEVROLET VAN CARGO',ICE,Department of Health (Admin),10303001,1/24/19,1,24700.00,20812.04,"13,035","18,458",1042.57,1305.84,25,1262.31,R1403,Ford Transit 350HD Cargo Van,46000,66,EV
31669,2016 CHEVROLET TRAX',ICE,Police Department - Vice/Narcotics,10151504,2/14/19,1,16113.00,12532.33,"23,718","28,689",1239.50,4958.01,27,2126.71,R1404,Ford Escape,29000,39,HEV
31670,2015 Toyota Camry',ICE,Police Department - Investigative Services,10151503,2/7/19,1,16850.00,13105.56,"19,349","27,047",260.00,284.07,28,1673.00,R1405,Ford Fusion,36000,103,PHEV
31671,2016 FORD EXPLORER',ICE,County Sheriff,10181801,3/14/19,1,24250.00,19197.92,"22,481","29,893",1866.60,5149.76,19,2864.55,R1406,Ford Explorer,46000,25,HEV
31672,2018 CHEVROLET EQUINOX (SUV)',ICE,Police Department - Investigative Services,10151503,4/9/19,1,19603.77,15791.93,"16,630","16,630",701.69,701.69,28,1437.90,R1407,Ford Escape,29000,39,HEV
31673,2018 CHEVROLET EQUINOX (SUV)',ICE,Police Department - Investigative Services,10151503,4/9/19,1,19603.77,15791.93,"18,182","18,182",316.11,316.11,28,1572.09,R1408,Ford Escape,29000,39,HEV
31674,2019 FORD F350',ICE,Police Department - Investigative Services,10151503,5/23/19,1,102720.71,84173.92,"8,887","10,474",378.26,1407.50,12.5,1721.23,R1409,Ford F 350 Super Duty XL,65000,13.6,ICE
31675,2019 FORD F350',ICE,Police Department - Investigative Services,10151503,5/23/19,1,102720.71,84173.92,"24,578","27,626",540.75,1571.30,12.5,4760.27,R1410,Ford F 350 Super Duty XL,65000,13.6,ICE
